'Elapsed time','ECG I','ECG I filtered'
'seconds','mV','mV'
0.000,0.275,0.085
0.002,0.385,0.035
0.004,0.310,-0.010
0.006,0.185,-0.050
0.008,-0.015,-0.075
0.010,0.135,-0.095
0.012,-0.025,-0.095
0.014,-0.040,-0.090
0.016,0.100,-0.075
0.018,0.120,-0.060
0.020,0.200,-0.045
0.022,0.330,-0.035
0.024,0.255,-0.035
0.026,0.140,-0.040
0.028,0.160,-0.055
0.030,0.080,-0.065
0.032,0.030,-0.075
0.034,-0.080,-0.080
0.036,0.010,-0.075
0.038,0.105,-0.065
0.040,0.205,-0.045
0.042,0.435,-0.025
0.044,0.355,0.000
0.046,0.315,0.020
0.048,0.185,0.040
0.050,0.170,0.055
0.052,0.010,0.070
0.054,0.135,0.085
0.056,0.265,0.105
0.058,0.415,0.120
0.060,0.445,0.135
0.062,0.520,0.145
0.064,0.525,0.140
0.066,0.375,0.125
0.068,0.255,0.095
0.070,0.115,0.050
0.072,-0.045,0.000
0.074,-0.100,-0.055
0.076,0.055,-0.105
0.078,0.110,-0.145
0.080,0.175,-0.175
0.082,0.170,-0.190
0.084,0.040,-0.190
0.086,0.065,-0.180
0.088,0.010,-0.170
0.090,-0.075,-0.155
0.092,-0.155,-0.140
0.094,0.040,-0.130
0.096,0.050,-0.120
0.098,-0.015,-0.110
0.100,0.210,-0.105
0.102,0.285,-0.095
0.104,0.280,-0.080
0.106,0.235,-0.070
0.108,0.190,-0.055
0.110,0.070,-0.040
0.112,-0.045,-0.030
0.114,0.045,-0.025
0.116,0.060,-0.020
0.118,0.175,-0.025
0.120,0.255,-0.030
0.122,0.295,-0.040
0.124,0.350,-0.045
0.126,0.235,-0.055
0.128,0.075,-0.060
0.130,0.130,-0.060
0.132,-0.025,-0.050
0.134,-0.065,-0.045
0.136,-0.060,-0.030
0.138,0.190,-0.020
0.140,0.450,-0.005
0.142,0.440,0.000
0.144,0.305,0.005
0.146,0.210,0.000
0.148,0.265,-0.005
0.150,-0.005,-0.015
0.152,-0.080,-0.030
0.154,0.130,-0.045
0.156,0.015,-0.055
0.158,0.155,-0.055
0.160,0.335,-0.055
0.162,0.310,-0.045
0.164,0.295,-0.030
0.166,0.250,-0.010
0.168,0.235,0.005
0.170,0.145,0.015
0.172,0.055,0.020
0.174,0.000,0.015
0.176,0.145,0.005
0.178,0.230,-0.020
0.180,0.365,-0.040
0.182,0.335,-0.065
0.184,0.140,-0.085
0.186,0.100,-0.095
0.188,0.120,-0.095
0.190,0.030,-0.085
0.192,0.010,-0.065
0.194,0.065,-0.045
0.196,0.140,-0.015
0.198,0.260,0.010
0.200,0.395,0.030
0.202,0.450,0.050
0.204,0.385,0.060
0.206,0.355,0.070
0.208,0.240,0.075
0.210,0.035,0.075
0.212,0.100,0.075
0.214,0.285,0.075
0.216,0.220,0.075
0.218,0.325,0.070
0.220,0.420,0.070
0.222,0.430,0.070
0.224,0.350,0.070
0.226,0.330,0.070
0.228,0.260,0.070
0.230,0.140,0.070
0.232,0.065,0.075
0.234,0.195,0.075
0.236,0.285,0.080
0.238,0.400,0.085
0.240,0.605,0.100
0.242,0.355,0.115
0.244,0.330,0.140
0.246,0.455,0.160
0.248,0.445,0.185
0.250,0.330,0.200
0.252,0.295,0.215
0.254,0.285,0.215
0.256,0.290,0.210
0.258,0.450,0.200
0.260,0.595,0.185
0.262,0.525,0.170
0.264,0.525,0.160
0.266,0.460,0.155
0.268,0.350,0.155
0.270,0.180,0.160
0.272,0.215,0.165
0.274,0.315,0.165
0.276,0.445,0.165
0.278,0.295,0.160
0.280,0.505,0.145
0.282,0.510,0.130
0.284,0.405,0.115
