'Elapsed time','ECG I','ECG I filtered'
'seconds','mV','mV'
0.000,-0.090,-0.050
0.002,-0.050,0.010
0.004,0.035,0.050
0.006,0.075,0.080
0.008,0.250,0.095
0.010,0.080,0.090
0.012,0.040,0.075
0.014,-0.090,0.060
0.016,-0.130,0.045
0.018,-0.125,0.045
0.020,0.015,0.055
0.022,0.050,0.075
0.024,0.140,0.095
0.026,0.200,0.120
0.028,0.220,0.135
0.030,0.175,0.140
0.032,0.120,0.140
0.034,-0.035,0.125
0.036,-0.050,0.115
0.038,-0.025,0.100
0.040,0.030,0.095
0.042,0.050,0.095
0.044,0.115,0.105
0.046,0.210,0.120
0.048,0.250,0.130
0.050,0.165,0.140
0.052,0.090,0.145
0.054,-0.015,0.145
0.056,-0.090,0.135
0.058,-0.060,0.130
0.060,-0.020,0.120
0.062,0.110,0.115
0.064,0.180,0.110
0.066,0.210,0.110
0.068,0.205,0.115
0.070,0.160,0.115
0.072,0.030,0.115
0.074,0.000,0.110
0.076,-0.100,0.100
0.078,-0.125,0.085
0.080,-0.040,0.070
0.082,-0.010,0.055
0.084,0.065,0.040
0.086,0.190,0.030
0.088,0.165,0.025
0.090,0.020,0.025
0.092,-0.120,0.020
0.094,-0.110,0.020
0.096,-0.205,0.015
0.098,-0.160,0.010
0.100,-0.120,0.005
0.102,-0.040,-0.005
0.104,0.045,-0.015
0.106,0.065,-0.025
0.108,0.050,-0.030
0.110,0.005,-0.040
0.112,-0.175,-0.040
0.114,-0.205,-0.045
0.116,-0.200,-0.045
0.118,-0.220,-0.045
0.120,-0.130,-0.045
0.122,-0.005,-0.040
0.124,-0.010,-0.040
0.126,0.035,-0.045
0.128,-0.010,-0.045
0.130,-0.010,-0.050
0.132,-0.170,-0.050
0.134,-0.160,-0.055
0.136,-0.310,-0.060
0.138,-0.220,-0.065
0.140,-0.175,-0.070
0.142,-0.065,-0.075
0.144,-0.040,-0.080
0.146,0.025,-0.075
0.148,-0.030,-0.075
0.150,-0.065,-0.070
0.152,-0.205,-0.065
0.154,-0.205,-0.055
0.156,-0.235,-0.050
0.158,-0.175,-0.045
0.160,-0.145,-0.045
0.162,-0.060,-0.045
0.164,0.000,-0.045
0.166,0.000,-0.050
0.168,0.005,-0.055
0.170,-0.090,-0.060
0.172,-0.195,-0.065
0.174,-0.155,-0.065
0.176,-0.310,-0.065
