'Elapsed time','ECG I','ECG I filtered'
'seconds','mV','mV'
0.000,-0.015,-0.030
0.002,-0.055,-0.005
0.004,-0.040,0.010
0.006,0.040,0.025
0.008,0.045,0.035
0.010,0.075,0.035
0.012,0.140,0.030
0.014,0.090,0.020
0.016,0.030,0.010
0.018,-0.045,0.000
0.020,-0.075,-0.010
0.022,-0.140,-0.015
0.024,-0.035,-0.015
0.026,0.020,-0.010
0.028,0.100,0.000
0.030,0.070,0.010
0.032,0.150,0.020
0.034,0.105,0.025
0.036,0.000,0.030
0.038,-0.070,0.030
0.040,-0.010,0.025
0.042,-0.085,0.020
0.044,-0.050,0.015
0.046,0.005,0.010
0.048,0.090,0.005
0.050,0.105,0.005
0.052,0.140,0.010
0.054,0.080,0.010
0.056,0.025,0.015
0.058,-0.015,0.020
0.060,-0.030,0.020
0.062,-0.040,0.020
0.064,-0.025,0.015
0.066,-0.015,0.015
0.068,0.055,0.015
0.070,0.060,0.020
0.072,0.150,0.020
0.074,0.105,0.030
0.076,0.040,0.035
0.078,0.000,0.045
0.080,0.045,0.050
0.082,0.005,0.050
0.084,-0.005,0.050
0.086,0.015,0.045
0.088,0.065,0.035
0.090,0.075,0.030
0.092,0.180,0.020
0.094,0.050,0.015
0.096,0.005,0.010
0.098,-0.045,0.010
0.100,-0.030,0.010
0.102,-0.040,0.010
0.104,-0.035,0.010
0.106,0.045,0.010
0.108,0.020,0.010
0.110,0.035,0.005
0.112,0.115,0.005
0.114,0.075,0.000
0.116,-0.005,0.000
0.118,-0.040,0.000
0.120,0.010,0.005
0.122,-0.030,0.010
0.124,-0.015,0.015
0.126,0.045,0.020
0.128,0.060,0.025
0.130,0.120,0.025
0.132,0.135,0.020
0.134,0.070,0.015
0.136,-0.035,0.010
0.138,-0.005,0.005
0.140,-0.050,0.000
0.142,-0.075,-0.005
0.144,-0.050,-0.010
0.146,0.005,-0.010
0.148,0.055,-0.015
0.150,0.075,-0.015
0.152,0.065,-0.010
0.154,-0.010,-0.010
0.156,-0.030,-0.010
0.158,0.005,-0.005
0.160,-0.050,0.000
0.162,-0.040,0.005
0.164,-0.010,0.010
0.166,0.045,0.015
0.168,0.085,0.015
0.170,0.080,0.015
0.172,0.095,0.015
0.174,0.055,0.010
0.176,-0.005,0.010
0.178,-0.035,0.005
0.180,-0.010,0.005
0.182,-0.065,0.010
0.184,-0.060,0.010
0.186,0.075,0.015
0.188,0.105,0.020
0.190,0.135,0.025
0.192,0.140,0.030
0.194,0.080,0.030
0.196,-0.025,0.030
0.198,-0.010,0.030
0.200,0.010,0.030
0.202,-0.075,0.030
0.204,0.040,0.035
0.206,0.075,0.035
0.208,0.145,0.040
0.210,0.205,0.045
0.212,0.080,0.050
0.214,0.080,0.050
0.216,0.065,0.045
0.218,0.000,0.040
0.220,-0.065,0.035
0.222,-0.030,0.025
0.224,0.030,0.020
0.226,0.095,0.020
0.228,0.105,0.015
0.230,0.120,0.015
0.232,0.100,0.020
0.234,0.015,0.020
0.236,0.010,0.020
0.238,-0.020,0.020
0.240,-0.065,0.015
0.242,-0.010,0.010
0.244,0.005,0.005
0.246,0.055,-0.005
0.248,0.060,-0.015
0.250,0.085,-0.025
0.252,0.070,-0.030
0.254,-0.015,-0.035
0.256,-0.055,-0.035
0.258,-0.080,-0.040
0.260,-0.135,-0.040
0.262,-0.040,-0.035
0.264,-0.045,-0.035
0.266,0.015,-0.030
0.268,0.045,-0.030
0.270,0.080,-0.025
0.272,0.045,-0.015
0.274,-0.015,-0.010
0.276,0.000,-0.005
0.278,-0.040,0.000
0.280,-0.095,0.005
0.282,-0.080,0.005
0.284,0.010,0.005
0.286,0.085,-0.005
0.288,0.090,-0.010
0.290,0.090,-0.020
0.292,0.060,-0.030
0.294,-0.060,-0.040
0.296,-0.085,-0.045
0.298,-0.065,-0.050
0.300,-0.140,-0.050
0.302,-0.050,-0.050
0.304,-0.070,-0.050
0.306,0.020,-0.055
0.308,0.015,-0.055
0.310,0.015,-0.060
0.312,-0.025,-0.060
0.314,-0.045,-0.055
0.316,-0.065,-0.035
0.318,-0.040,-0.005
0.320,-0.070,0.035
0.322,0.095,0.095
0.324,0.250,0.165
0.326,0.330,0.235
0.328,0.370,0.300
0.330,0.475,0.350
0.332,0.490,0.380
0.334,0.440,0.385
0.336,0.345,0.360
0.338,0.235,0.310
0.340,0.100,0.235
0.342,0.095,0.150
0.344,0.110,0.055
0.346,-0.030,-0.030
0.348,-0.045,-0.105
0.350,-0.135,-0.165
0.352,-0.170,-0.205
0.354,-0.230,-0.230
0.356,-0.235,-0.235
0.358,-0.295,-0.230
0.360,-0.295,-0.220
0.362,-0.220,-0.205
0.364,-0.165,-0.190
0.366,-0.100,-0.175
0.368,-0.100,-0.160
0.370,-0.025,-0.145
0.372,-0.035,-0.125
0.374,-0.080,-0.110
0.376,-0.110,-0.095
0.378,-0.140,-0.075
0.380,-0.105,-0.065
0.382,-0.040,-0.050
0.384,-0.025,-0.045
0.386,-0.010,-0.040
0.388,0.005,-0.040
0.390,0.015,-0.040
0.392,0.035,-0.035
0.394,0.010,-0.035
0.396,-0.060,-0.030
0.398,-0.075,-0.025
0.400,-0.100,-0.020
0.402,0.010,-0.020
0.404,0.005,-0.020
0.406,0.040,-0.020
0.408,0.035,-0.020
0.410,0.040,-0.025
0.412,0.025,-0.030
0.414,-0.045,-0.030
0.416,-0.095,-0.035
0.418,-0.055,-0.030
0.420,-0.045,-0.030
0.422,-0.045,-0.025
0.424,0.010,-0.020
0.426,0.045,-0.020
0.428,0.060,-0.015
0.430,0.095,-0.010
0.432,0.045,-0.010
0.434,0.000,-0.005
0.436,-0.015,-0.005
0.438,-0.060,0.000
0.440,-0.035,0.000
0.442,-0.025,0.000
0.444,0.005,0.000
0.446,0.030,0.000
0.448,0.045,-0.005
0.450,0.030,-0.010
0.452,0.035,-0.015
