'Elapsed time','ECG I','ECG I filtered'
'seconds','mV','mV'
0.000,-0.025,0.060
0.002,-0.105,0.000
0.004,-0.175,-0.040
0.006,-0.245,-0.065
0.008,-0.225,-0.075
0.010,-0.175,-0.060
0.012,-0.095,-0.040
0.014,0.010,-0.010
0.016,0.060,0.015
0.018,0.030,0.035
0.020,-0.030,0.040
0.022,-0.105,0.030
0.024,-0.205,0.010
0.026,-0.250,-0.010
0.028,-0.235,-0.030
0.030,-0.150,-0.040
0.032,-0.060,-0.045
0.034,-0.005,-0.045
0.036,0.025,-0.035
0.038,0.000,-0.025
0.040,-0.040,-0.015
0.042,-0.100,-0.010
0.044,-0.220,-0.010
0.046,-0.215,-0.010
0.048,-0.205,-0.015
0.050,-0.155,-0.020
0.052,-0.080,-0.020
0.054,0.025,-0.020
0.056,0.030,-0.015
0.058,0.035,-0.005
0.060,-0.030,0.000
0.062,-0.095,0.005
0.064,-0.185,0.005
0.066,-0.255,0.005
0.068,-0.220,0.000
0.070,-0.155,-0.005
0.072,-0.050,-0.010
0.074,0.015,-0.010
0.076,0.015,-0.010
0.078,0.040,-0.005
0.080,-0.025,0.000
0.082,-0.125,0.010
0.084,-0.180,0.015
0.086,-0.195,0.015
0.088,-0.175,0.015
0.090,-0.145,0.010
0.092,-0.020,0.005
0.094,0.000,0.000
0.096,0.020,-0.010
0.098,0.015,-0.015
0.100,-0.035,-0.020
0.102,-0.140,-0.020
0.104,-0.215,-0.020
0.106,-0.225,-0.015
0.108,-0.195,-0.010
0.110,-0.150,-0.005
0.112,-0.035,0.000
0.114,0.020,0.010
0.116,0.080,0.010
0.118,0.040,0.015
0.120,-0.040,0.015
0.122,-0.120,0.010
0.124,-0.215,0.005
0.126,-0.235,-0.005
0.128,-0.200,-0.015
0.130,-0.160,-0.025
0.132,-0.045,-0.030
0.134,0.030,-0.030
0.136,0.025,-0.025
0.138,-0.015,-0.020
0.140,-0.045,-0.010
0.142,-0.160,0.000
0.144,-0.195,0.005
0.146,-0.225,0.010
0.148,-0.210,0.005
0.150,-0.135,0.000
0.152,-0.010,-0.010
0.154,0.005,-0.020
0.156,0.005,-0.030
0.158,-0.015,-0.035
0.160,-0.070,-0.040
0.162,-0.165,-0.040
0.164,-0.225,-0.035
0.166,-0.220,-0.025
0.168,-0.165,-0.020
0.170,-0.140,-0.015
0.172,-0.050,-0.010
0.174,0.005,-0.015
0.176,0.030,-0.015
0.178,-0.005,-0.020
0.180,-0.065,-0.025
0.182,-0.175,-0.030
0.184,-0.225,-0.030
0.186,-0.255,-0.030
0.188,-0.200,-0.025
0.190,-0.135,-0.025
0.192,-0.025,-0.020
0.194,0.010,-0.015
0.196,0.025,-0.015
0.198,-0.010,-0.015
0.200,-0.065,-0.015
0.202,-0.165,-0.020
0.204,-0.215,-0.025
0.206,-0.235,-0.025
0.208,-0.190,-0.030
0.210,-0.115,-0.030
0.212,-0.065,-0.035
0.214,-0.005,-0.035
0.216,0.035,-0.035
0.218,-0.025,-0.035
0.220,-0.095,-0.035
0.222,-0.190,-0.035
0.224,-0.220,-0.035
0.226,-0.220,-0.030
0.228,-0.225,-0.030
0.230,-0.135,-0.025
0.232,-0.005,-0.020
0.234,0.020,-0.020
0.236,0.055,-0.020
0.238,-0.015,-0.020
0.240,-0.090,-0.025
0.242,-0.195,-0.025
0.244,-0.250,-0.030
0.246,-0.220,-0.035
0.248,-0.205,-0.035
0.250,-0.125,-0.035
0.252,-0.010,-0.030
0.254,0.025,-0.030
0.256,0.030,-0.020
0.258,-0.025,-0.015
0.260,-0.095,-0.010
0.262,-0.190,-0.005
0.264,-0.190,0.000
0.266,-0.170,0.005
0.268,-0.160,0.005
0.270,-0.080,0.005
0.272,0.025,0.005
0.274,0.060,0.005
0.276,0.065,0.000
0.278,0.020,0.000
0.280,-0.100,-0.005
0.282,-0.180,-0.005
0.284,-0.210,-0.005
0.286,-0.190,0.000
0.288,-0.140,0.000
0.290,-0.055,0.005
0.292,0.030,0.010
0.294,0.055,0.015
0.296,0.035,0.015
0.298,0.010,0.015
0.300,-0.050,0.015
0.302,-0.180,0.010
0.304,-0.230,0.000
0.306,-0.200,-0.005
0.308,-0.170,-0.010
0.310,-0.065,-0.010
0.312,-0.010,-0.015
0.314,0.010,-0.015
0.316,0.025,-0.015
0.318,-0.035,-0.020
0.320,-0.125,-0.020
0.322,-0.230,-0.025
0.324,-0.255,-0.035
0.326,-0.265,-0.040
0.328,-0.215,-0.050
0.330,-0.105,-0.055
0.332,0.005,-0.060
0.334,0.000,-0.065
0.336,-0.015,-0.060
0.338,-0.090,-0.060
0.340,-0.155,-0.055
0.342,-0.225,-0.050
0.344,-0.265,-0.045
0.346,-0.240,-0.040
0.348,-0.190,-0.040
0.350,-0.080,-0.035
0.352,-0.010,-0.035
0.354,0.005,-0.035
0.356,-0.025,-0.035
0.358,-0.100,-0.035
0.360,-0.190,-0.035
0.362,-0.215,-0.035
0.364,-0.235,-0.040
0.366,-0.235,-0.045
0.368,-0.215,-0.055
0.370,-0.115,-0.065
0.372,-0.020,-0.075
0.374,-0.015,-0.080
0.376,-0.040,-0.080
0.378,-0.085,-0.080
0.380,-0.185,-0.075
0.382,-0.255,-0.070
0.384,-0.290,-0.065
0.386,-0.270,-0.060
0.388,-0.215,-0.060
0.390,-0.100,-0.065
0.392,-0.040,-0.070
0.394,-0.040,-0.085
0.396,-0.070,-0.095
0.398,-0.130,-0.100
0.400,-0.255,-0.100
0.402,-0.335,-0.090
0.404,-0.265,-0.065
0.406,-0.200,-0.030
0.408,-0.105,0.020
0.410,0.080,0.080
0.412,0.230,0.145
0.414,0.280,0.210
0.416,0.330,0.270
0.418,0.355,0.320
0.420,0.265,0.350
0.422,0.200,0.360
0.424,0.135,0.345
0.426,0.065,0.310
0.428,0.050,0.255
0.430,0.185,0.185
0.432,0.180,0.105
0.434,0.110,0.025
0.436,-0.035,-0.045
0.438,-0.200,-0.110
0.440,-0.365,-0.155
0.442,-0.420,-0.185
0.444,-0.400,-0.200
