'Elapsed time','ECG I','ECG I filtered'
'seconds','mV','mV'
0.000,-0.280,-0.040
0.002,-0.330,-0.040
0.004,-0.385,-0.030
0.006,-0.335,-0.020
0.008,-0.270,-0.005
0.010,-0.190,0.020
0.012,-0.110,0.040
0.014,-0.030,0.050
0.016,-0.100,0.055
0.018,-0.165,0.050
0.020,-0.270,0.030
0.022,-0.380,0.005
0.024,-0.420,-0.020
0.026,-0.375,-0.045
0.028,-0.300,-0.055
0.030,-0.210,-0.055
0.032,-0.160,-0.045
0.034,-0.085,-0.025
0.036,-0.120,0.000
0.038,-0.225,0.025
0.040,-0.245,0.040
0.042,-0.280,0.050
0.044,-0.330,0.050
0.046,-0.315,0.045
0.048,-0.260,0.030
0.050,-0.210,0.015
0.052,-0.165,0.005
0.054,-0.110,-0.005
0.056,-0.165,-0.010
0.058,-0.230,-0.015
0.060,-0.260,-0.015
0.062,-0.355,-0.010
0.064,-0.415,-0.005
0.066,-0.345,0.000
0.068,-0.240,0.005
0.070,-0.160,0.015
0.072,-0.095,0.025
0.074,-0.075,0.035
0.076,-0.085,0.045
0.078,-0.155,0.050
0.080,-0.245,0.050
0.082,-0.300,0.045
0.084,-0.350,0.040
0.086,-0.330,0.025
0.088,-0.260,0.010
0.090,-0.220,-0.010
0.092,-0.170,-0.025
0.094,-0.170,-0.035
0.096,-0.185,-0.035
0.098,-0.250,-0.035
0.100,-0.285,-0.025
0.102,-0.360,-0.010
0.104,-0.340,0.005
0.106,-0.310,0.015
0.108,-0.225,0.025
0.110,-0.160,0.030
0.112,-0.070,0.030
0.114,-0.080,0.025
0.116,-0.120,0.020
0.118,-0.245,0.010
0.120,-0.300,0.000
0.122,-0.370,-0.005
0.124,-0.355,-0.010
0.126,-0.310,-0.010
0.128,-0.230,-0.010
0.130,-0.205,0.000
0.132,-0.085,0.005
0.134,-0.075,0.015
0.136,-0.140,0.020
0.138,-0.220,0.025
0.140,-0.250,0.025
0.142,-0.330,0.025
0.144,-0.365,0.015
0.146,-0.355,0.005
0.148,-0.260,-0.005
0.150,-0.205,-0.015
0.152,-0.125,-0.025
0.154,-0.140,-0.025
0.156,-0.190,-0.025
0.158,-0.255,-0.015
0.160,-0.280,0.000
0.162,-0.350,0.015
0.164,-0.315,0.030
0.166,-0.285,0.040
0.168,-0.190,0.045
0.170,-0.150,0.040
0.172,-0.060,0.035
0.174,-0.100,0.020
0.176,-0.205,0.000
0.178,-0.285,-0.020
0.180,-0.305,-0.040
0.182,-0.440,-0.055
0.184,-0.415,-0.060
0.186,-0.360,-0.060
0.188,-0.260,-0.055
0.190,-0.220,-0.045
0.192,-0.120,-0.030
0.194,-0.135,-0.020
0.196,-0.180,-0.005
0.198,-0.280,0.000
0.200,-0.300,0.000
0.202,-0.375,0.000
0.204,-0.345,-0.005
0.206,-0.315,-0.010
0.208,-0.255,-0.015
0.210,-0.180,-0.015
0.212,-0.100,-0.015
0.214,-0.135,-0.015
0.216,-0.165,-0.010
0.218,-0.245,-0.005
0.220,-0.265,-0.005
0.222,-0.370,0.000
0.224,-0.380,-0.005
0.226,-0.330,-0.005
0.228,-0.240,-0.005
0.230,-0.180,-0.005
0.232,-0.090,-0.005
0.234,-0.115,0.000
0.236,-0.185,0.000
0.238,-0.235,0.005
0.240,-0.255,0.005
0.242,-0.375,0.005
0.244,-0.380,0.000
0.246,-0.365,-0.010
0.248,-0.250,-0.015
0.250,-0.200,-0.020
0.252,-0.120,-0.025
0.254,-0.090,-0.025
0.256,-0.170,-0.025
0.258,-0.295,-0.020
0.260,-0.320,-0.015
0.262,-0.385,-0.010
0.264,-0.365,-0.010
0.266,-0.320,-0.010
0.268,-0.275,-0.015
0.270,-0.230,-0.025
0.272,-0.140,-0.030
0.274,-0.150,-0.040
0.276,-0.210,-0.040
0.278,-0.275,-0.040
0.280,-0.325,-0.040
0.282,-0.385,-0.030
0.284,-0.360,-0.025
0.286,-0.335,-0.015
0.288,-0.245,-0.010
0.290,-0.190,-0.005
0.292,-0.120,0.000
0.294,-0.125,0.000
0.296,-0.180,-0.005
0.298,-0.240,-0.005
0.300,-0.320,-0.010
0.302,-0.360,-0.015
0.304,-0.375,-0.025
0.306,-0.315,-0.030
0.308,-0.250,-0.040
0.310,-0.260,-0.045
0.312,-0.180,-0.050
0.314,-0.165,-0.050
0.316,-0.225,-0.050
0.318,-0.310,-0.045
0.320,-0.325,-0.035
0.322,-0.360,-0.025
0.324,-0.320,-0.020
0.326,-0.280,-0.015
0.328,-0.220,-0.015
0.330,-0.210,-0.015
0.332,-0.190,-0.025
0.334,-0.165,-0.030
0.336,-0.250,-0.035
0.338,-0.295,-0.040
0.340,-0.315,-0.040
0.342,-0.315,-0.035
0.344,-0.310,-0.030
0.346,-0.310,-0.025
0.348,-0.285,-0.025
0.350,-0.265,-0.025
0.352,-0.205,-0.030
0.354,-0.210,-0.040
0.356,-0.255,-0.050
0.358,-0.295,-0.055
0.360,-0.365,-0.060
0.362,-0.380,-0.065
0.364,-0.345,-0.060
0.366,-0.270,-0.050
0.368,-0.270,-0.040
0.370,-0.200,-0.030
0.372,-0.145,-0.020
0.374,-0.175,-0.010
0.376,-0.255,-0.005
0.378,-0.255,-0.005
0.380,-0.325,-0.005
0.382,-0.345,-0.010
0.384,-0.350,-0.015
0.386,-0.280,-0.015
0.388,-0.215,-0.020
0.390,-0.135,-0.025
0.392,-0.120,-0.030
0.394,-0.145,-0.035
0.396,-0.270,-0.040
0.398,-0.355,-0.045
0.400,-0.440,-0.050
0.402,-0.425,-0.050
0.404,-0.390,-0.050
0.406,-0.270,-0.045
0.408,-0.220,-0.040
0.410,-0.120,-0.030
0.412,-0.120,-0.025
0.414,-0.170,-0.020
0.416,-0.275,-0.020
0.418,-0.335,-0.020
0.420,-0.400,-0.025
0.422,-0.380,-0.035
0.424,-0.345,-0.040
0.426,-0.275,-0.050
0.428,-0.275,-0.055
0.430,-0.180,-0.055
0.432,-0.195,-0.050
0.434,-0.180,-0.050
0.436,-0.255,-0.045
0.438,-0.285,-0.040
0.440,-0.375,-0.035
0.442,-0.370,-0.035
0.444,-0.385,-0.035
0.446,-0.310,-0.040
0.448,-0.245,-0.045
0.450,-0.125,-0.050
0.452,-0.185,-0.050
0.454,-0.185,-0.045
0.456,-0.225,-0.040
0.458,-0.260,-0.030
0.460,-0.375,-0.020
0.462,-0.350,-0.005
0.464,-0.315,0.005
0.466,-0.235,0.015
0.468,-0.165,0.020
0.470,-0.080,0.020
0.472,-0.065,0.020
0.474,-0.105,0.015
0.476,-0.235,0.010
0.478,-0.280,0.010
0.480,-0.400,0.010
0.482,-0.340,0.010
0.484,-0.305,0.015
0.486,-0.175,0.015
0.488,-0.155,0.020
0.490,-0.095,0.025
0.492,-0.085,0.030
0.494,-0.125,0.030
0.496,-0.170,0.030
0.498,-0.205,0.030
0.500,-0.315,0.035
0.502,-0.305,0.040
0.504,-0.270,0.045
0.506,-0.165,0.055
0.508,-0.135,0.070
0.510,-0.020,0.080
0.512,-0.025,0.090
0.514,-0.045,0.100
0.516,-0.110,0.105
0.518,-0.155,0.105
0.520,-0.245,0.100
0.522,-0.280,0.095
0.524,-0.240,0.085
0.526,-0.180,0.075
0.528,-0.125,0.060
0.530,-0.045,0.050
0.532,-0.075,0.040
0.534,-0.140,0.030
0.536,-0.205,0.025
0.538,-0.235,0.020
0.540,-0.330,0.020
0.542,-0.315,0.020
0.544,-0.255,0.015
0.546,-0.210,0.015
0.548,-0.185,0.005
0.550,-0.160,-0.005
0.552,-0.160,-0.015
0.554,-0.210,-0.035
0.556,-0.290,-0.050
0.558,-0.335,-0.065
0.560,-0.425,-0.075
0.562,-0.395,-0.080
0.564,-0.335,-0.075
0.566,-0.265,-0.065
0.568,-0.200,-0.050
0.570,-0.115,-0.035
0.572,-0.110,-0.020
0.574,-0.180,-0.010
0.576,-0.270,-0.010
0.578,-0.380,-0.020
0.580,-0.440,-0.040
0.582,-0.395,-0.060
0.584,-0.360,-0.080
0.586,-0.320,-0.100
0.588,-0.275,-0.110
0.590,-0.215,-0.115
0.592,-0.235,-0.110
0.594,-0.240,-0.100
0.596,-0.310,-0.080
0.598,-0.355,-0.060
0.600,-0.410,-0.035
0.602,-0.345,-0.010
0.604,-0.250,0.020
0.606,-0.145,0.050
0.608,-0.040,0.085
0.610,0.065,0.125
0.612,0.090,0.175
0.614,0.065,0.230
0.616,0.040,0.295
0.618,0.040,0.365
0.620,0.090,0.425
0.622,0.205,0.475
0.624,0.330,0.505
0.626,0.370,0.505
0.628,0.315,0.470
0.630,0.230,0.390
0.632,0.090,0.275
0.634,-0.075,0.125
0.636,-0.270,-0.050
0.638,-0.495,-0.240
0.640,-0.745,-0.425
0.642,-0.985,-0.590
0.644,-1.120,-0.725
0.646,-1.100,-0.820
0.648,-1.100,-0.870
0.650,-1.005,-0.875
0.652,-0.985,-0.840
0.654,-0.930,-0.775
0.656,-0.865,-0.695
0.658,-0.860,-0.605
0.660,-0.830,-0.520
0.662,-0.720,-0.445
0.664,-0.625,-0.390
0.666,-0.570,-0.345
0.668,-0.455,-0.315
0.670,-0.400,-0.295
0.672,-0.410,-0.280
0.674,-0.455,-0.265
0.676,-0.450,-0.240
0.678,-0.475,-0.215
0.680,-0.475,-0.185
0.682,-0.435,-0.150
0.684,-0.370,-0.115
0.686,-0.335,-0.090
0.688,-0.195,-0.070
0.690,-0.195,-0.060
0.692,-0.185,-0.055
0.694,-0.260,-0.060
0.696,-0.315,-0.060
0.698,-0.415,-0.065
0.700,-0.400,-0.060
0.702,-0.335,-0.055
0.704,-0.240,-0.045
0.706,-0.230,-0.030
0.708,-0.105,-0.015
0.710,-0.130,0.000
0.712,-0.145,0.010
0.714,-0.205,0.015
0.716,-0.250,0.015
0.718,-0.330,0.015
0.720,-0.315,0.015
0.722,-0.260,0.010
0.724,-0.170,0.010
0.726,-0.150,0.015
0.728,-0.075,0.020
0.730,-0.105,0.020
0.732,-0.155,0.025
0.734,-0.225,0.025
0.736,-0.230,0.020
0.738,-0.345,0.020
0.740,-0.315,0.015
0.742,-0.270,0.010
0.744,-0.215,0.010
0.746,-0.160,0.015
0.748,-0.065,0.020
0.750,-0.085,0.025
0.752,-0.100,0.035
0.754,-0.160,0.040
0.756,-0.200,0.050
0.758,-0.315,0.050
0.760,-0.280,0.050
0.762,-0.220,0.050
0.764,-0.150,0.055
0.766,-0.105,0.055
0.768,-0.020,0.060
0.770,-0.025,0.070
0.772,-0.065,0.080
0.774,-0.125,0.095
0.776,-0.150,0.105
0.778,-0.210,0.120
0.780,-0.185,0.125
0.782,-0.170,0.125
0.784,-0.125,0.120
0.786,-0.100,0.115
0.788,-0.010,0.100
0.790,-0.050,0.085
0.792,-0.105,0.075
0.794,-0.150,0.065
0.796,-0.195,0.065
0.798,-0.280,0.070
0.800,-0.250,0.085
0.802,-0.145,0.100
0.804,-0.045,0.115
0.806,-0.040,0.130
0.808,0.045,0.140
0.810,0.000,0.145
0.812,-0.040,0.145
0.814,-0.080,0.140
0.816,-0.105,0.140
0.818,-0.180,0.140
0.820,-0.155,0.145
0.822,-0.105,0.150
0.824,-0.025,0.165
0.826,0.005,0.180
0.828,0.095,0.195
0.830,0.065,0.205
0.832,0.005,0.210
0.834,-0.045,0.210
0.836,-0.060,0.210
0.838,-0.110,0.210
0.840,-0.065,0.215
0.842,0.005,0.220
0.844,0.040,0.230
0.846,0.085,0.245
0.848,0.170,0.260
0.850,0.125,0.270
0.852,0.060,0.275
0.854,0.005,0.280
0.856,-0.030,0.275
0.858,-0.085,0.270
0.860,-0.030,0.260
0.862,0.020,0.255
0.864,0.100,0.255
0.866,0.140,0.260
0.868,0.200,0.270
0.870,0.170,0.280
0.872,0.120,0.295
0.874,0.065,0.305
0.876,0.010,0.310
0.878,-0.050,0.310
0.880,-0.010,0.310
0.882,0.050,0.305
0.884,0.135,0.300
0.886,0.170,0.295
0.888,0.220,0.295
0.890,0.200,0.295
0.892,0.115,0.300
0.894,0.055,0.305
0.896,0.000,0.305
0.898,-0.035,0.305
0.900,-0.005,0.305
0.902,0.060,0.305
0.904,0.145,0.300
0.906,0.160,0.300
0.908,0.210,0.295
0.910,0.215,0.295
0.912,0.125,0.295
0.914,0.040,0.295
0.916,-0.010,0.295
0.918,-0.045,0.285
0.920,-0.055,0.275
0.922,-0.045,0.260
0.924,0.025,0.245
0.926,0.065,0.225
0.928,0.080,0.205
0.930,0.055,0.190
0.932,0.015,0.175
0.934,-0.045,0.165
0.936,-0.130,0.155
0.938,-0.220,0.145
0.940,-0.210,0.130
0.942,-0.160,0.115
0.944,-0.120,0.095
0.946,-0.080,0.075
0.948,-0.040,0.060
0.950,-0.035,0.040
0.952,-0.155,0.030
0.954,-0.185,0.025
0.956,-0.265,0.025
0.958,-0.305,0.030
0.960,-0.280,0.030
0.962,-0.205,0.035
0.964,-0.165,0.035
0.966,-0.090,0.025
0.968,-0.075,0.015
0.970,-0.150,0.005
0.972,-0.225,-0.010
0.974,-0.270,-0.020
0.976,-0.350,-0.030
0.978,-0.365,-0.030
0.980,-0.330,-0.030
0.982,-0.285,-0.025
0.984,-0.235,-0.025
0.986,-0.130,-0.020
0.988,-0.115,-0.020
0.990,-0.170,-0.025
0.992,-0.225,-0.030
0.994,-0.275,-0.040
0.996,-0.405,-0.045
0.998,-0.375,-0.045
1.000,-0.330,-0.045
1.002,-0.235,-0.040
1.004,-0.185,-0.030
1.006,-0.100,-0.025
