'Elapsed time','ECG I','ECG I filtered'
'seconds','mV','mV'
0.000,0.025,-0.055
0.002,0.070,-0.050
0.004,0.065,-0.050
0.006,0.065,-0.050
0.008,0.035,-0.050
0.010,0.000,-0.050
0.012,-0.030,-0.055
0.014,-0.010,-0.055
0.016,-0.010,-0.055
0.018,0.015,-0.050
0.020,0.065,-0.045
0.022,0.115,-0.040
0.024,0.115,-0.035
0.026,0.100,-0.030
0.028,0.055,-0.030
0.030,0.020,-0.030
0.032,0.005,-0.030
0.034,-0.010,-0.035
0.036,0.000,-0.040
0.038,0.030,-0.045
0.040,0.050,-0.045
0.042,0.085,-0.050
0.044,0.075,-0.055
0.046,0.045,-0.060
0.048,0.030,-0.065
0.050,-0.025,-0.070
0.052,-0.055,-0.075
0.054,-0.045,-0.080
0.056,-0.020,-0.080
0.058,0.020,-0.080
0.060,0.075,-0.075
0.062,0.090,-0.070
0.064,0.080,-0.065
0.066,0.070,-0.060
0.068,0.015,-0.065
0.070,-0.050,-0.070
0.072,-0.085,-0.075
0.074,-0.120,-0.085
0.076,-0.095,-0.085
0.078,-0.010,-0.075
0.080,0.105,-0.060
0.082,0.175,-0.025
0.084,0.230,0.020
0.086,0.245,0.075
0.088,0.235,0.135
0.090,0.230,0.200
0.092,0.280,0.260
0.094,0.340,0.315
0.096,0.440,0.365
0.098,0.520,0.405
0.100,0.560,0.435
0.102,0.605,0.450
0.104,0.615,0.455
0.106,0.590,0.440
0.108,0.515,0.415
0.110,0.420,0.370
0.112,0.330,0.315
0.114,0.265,0.245
0.116,0.175,0.175
0.118,0.105,0.105
0.120,0.090,0.045
0.122,0.095,0.000
0.124,0.120,-0.030
0.126,0.095,-0.045
0.128,0.080,-0.040
0.130,0.070,-0.030
0.132,0.055,-0.015
0.134,0.045,0.000
0.136,0.040,0.010
0.138,0.050,0.010
0.140,0.100,0.005
0.142,0.105,-0.005
0.144,0.105,-0.020
0.146,0.085,-0.030
0.148,0.040,-0.040
0.150,0.000,-0.045
0.152,-0.035,-0.045
0.154,-0.045,-0.050
0.156,0.000,-0.050
0.158,0.020,-0.050
0.160,0.080,-0.050
0.162,0.130,-0.050
0.164,0.110,-0.050
0.166,0.115,-0.050
0.168,0.070,-0.045
0.170,0.015,-0.040
0.172,0.000,-0.035
0.174,0.005,-0.030
0.176,0.015,-0.025
0.178,0.035,-0.025
