'Elapsed time','ECG I','ECG I filtered'
'seconds','mV','mV'
0.000,-0.030,0.085
0.002,-0.015,0.060
0.004,-0.015,0.035
0.006,-0.055,0.010
0.008,-0.120,-0.010
0.010,-0.230,-0.025
0.012,-0.255,-0.040
0.014,-0.245,-0.045
0.016,-0.215,-0.045
0.018,-0.120,-0.035
0.020,-0.040,-0.025
0.022,-0.005,-0.015
0.024,0.000,-0.005
0.026,-0.065,-0.005
0.028,-0.140,-0.005
0.030,-0.240,-0.010
0.032,-0.255,-0.020
0.034,-0.250,-0.030
0.036,-0.200,-0.040
0.038,-0.110,-0.045
0.040,-0.040,-0.050
0.042,0.000,-0.045
0.044,-0.015,-0.040
0.046,-0.060,-0.030
0.048,-0.135,-0.025
0.050,-0.225,-0.015
0.052,-0.260,-0.015
0.054,-0.245,-0.010
0.056,-0.195,-0.010
0.058,-0.105,-0.010
0.060,-0.030,-0.010
0.062,0.000,-0.010
0.064,-0.010,-0.010
0.066,-0.060,-0.010
0.068,-0.150,-0.010
0.070,-0.235,-0.010
0.072,-0.280,-0.010
0.074,-0.255,-0.010
0.076,-0.200,-0.015
0.078,-0.115,-0.020
0.080,-0.030,-0.020
0.082,0.010,-0.020
0.084,-0.010,-0.020
0.086,-0.065,-0.020
0.088,-0.165,-0.020
0.090,-0.230,-0.015
0.092,-0.265,-0.015
0.094,-0.235,-0.015
0.096,-0.195,-0.015
0.098,-0.100,-0.015
0.100,-0.030,-0.020
0.102,0.010,-0.020
0.104,-0.005,-0.025
0.106,-0.060,-0.025
0.108,-0.170,-0.020
0.110,-0.240,-0.020
0.112,-0.280,-0.020
0.114,-0.245,-0.015
0.116,-0.190,-0.015
0.118,-0.085,-0.015
0.120,-0.020,-0.020
0.122,0.000,-0.025
0.124,-0.020,-0.025
0.126,-0.070,-0.030
0.128,-0.185,-0.035
0.130,-0.245,-0.035
0.132,-0.280,-0.035
0.134,-0.245,-0.030
0.136,-0.180,-0.030
0.138,-0.075,-0.025
0.140,-0.015,-0.025
0.142,-0.015,-0.025
0.144,-0.030,-0.030
0.146,-0.090,-0.030
0.148,-0.195,-0.035
0.150,-0.255,-0.040
0.152,-0.285,-0.040
0.154,-0.245,-0.040
0.156,-0.195,-0.035
0.158,-0.080,-0.035
0.160,-0.040,-0.030
0.162,-0.010,-0.025
0.164,-0.030,-0.020
0.166,-0.100,-0.015
0.168,-0.190,-0.015
0.170,-0.260,-0.015
0.172,-0.260,-0.015
0.174,-0.240,-0.020
0.176,-0.180,-0.025
0.178,-0.080,-0.030
0.180,-0.025,-0.030
0.182,-0.015,-0.035
0.184,-0.055,-0.035
0.186,-0.100,-0.030
0.188,-0.210,-0.030
0.190,-0.255,-0.025
0.192,-0.265,-0.025
0.194,-0.235,-0.020
0.196,-0.180,-0.020
0.198,-0.070,-0.020
0.200,-0.020,-0.020
0.202,-0.005,-0.020
0.204,-0.025,-0.020
0.206,-0.095,-0.025
0.208,-0.200,-0.025
0.210,-0.270,-0.025
0.212,-0.270,-0.020
0.214,-0.240,-0.020
0.216,-0.180,-0.020
0.218,-0.045,-0.020
0.220,-0.025,-0.025
0.222,-0.010,-0.025
0.224,-0.030,-0.030
0.226,-0.100,-0.030
0.228,-0.210,-0.035
0.230,-0.260,-0.035
0.232,-0.265,-0.035
0.234,-0.215,-0.030
0.236,-0.160,-0.030
0.238,-0.050,-0.025
0.240,-0.005,-0.025
0.242,0.015,-0.020
0.244,-0.045,-0.020
0.246,-0.095,-0.020
0.248,-0.205,-0.020
0.250,-0.265,-0.020
0.252,-0.270,-0.020
0.254,-0.230,-0.020
0.256,-0.155,-0.020
0.258,-0.035,-0.020
0.260,0.005,-0.020
0.262,0.000,-0.020
0.264,-0.055,-0.020
0.266,-0.110,-0.020
0.268,-0.220,-0.020
0.270,-0.245,-0.020
0.272,-0.260,-0.015
0.274,-0.215,-0.015
0.276,-0.150,-0.015
0.278,-0.035,-0.015
0.280,0.025,-0.015
0.282,0.040,-0.015
0.284,-0.055,-0.020
0.286,-0.120,-0.025
0.288,-0.225,-0.030
0.290,-0.265,-0.035
0.292,-0.255,-0.035
0.294,-0.215,-0.035
0.296,-0.130,-0.030
0.298,-0.055,-0.025
0.300,0.010,-0.020
0.302,0.005,-0.015
0.304,-0.030,-0.010
0.306,-0.115,-0.010
0.308,-0.210,-0.005
0.310,-0.245,-0.005
0.312,-0.240,-0.010
0.314,-0.185,-0.015
0.316,-0.120,-0.015
0.318,-0.015,-0.015
0.320,0.020,-0.015
0.322,0.015,-0.010
0.324,-0.010,-0.005
0.326,-0.085,0.000
0.328,-0.185,0.005
0.330,-0.200,0.015
0.332,-0.215,0.015
0.334,-0.155,0.020
0.336,-0.070,0.020
0.338,0.020,0.015
0.340,0.035,0.015
0.342,0.050,0.010
0.344,-0.005,0.010
0.346,-0.090,0.010
0.348,-0.180,0.010
0.350,-0.220,0.010
0.352,-0.205,0.010
0.354,-0.170,0.010
0.356,-0.090,0.010
0.358,-0.010,0.005
0.360,0.020,0.000
0.362,0.025,-0.005
0.364,-0.030,-0.015
0.366,-0.130,-0.020
0.368,-0.210,-0.025
0.370,-0.250,-0.030
0.372,-0.240,-0.030
0.374,-0.185,-0.030
0.376,-0.110,-0.030
0.378,-0.015,-0.025
0.380,0.005,-0.025
0.382,-0.015,-0.025
0.384,-0.065,-0.030
0.386,-0.160,-0.035
0.388,-0.250,-0.035
0.390,-0.285,-0.040
0.392,-0.255,-0.050
0.394,-0.195,-0.055
0.396,-0.105,-0.055
0.398,-0.050,-0.060
0.400,-0.005,-0.060
0.402,-0.025,-0.060
0.404,-0.070,-0.060
0.406,-0.180,-0.055
0.408,-0.260,-0.055
0.410,-0.275,-0.050
0.412,-0.250,-0.045
0.414,-0.210,-0.045
0.416,-0.085,-0.040
0.418,-0.025,-0.040
0.420,-0.010,-0.040
0.422,-0.020,-0.045
0.424,-0.070,-0.050
0.426,-0.200,-0.055
0.428,-0.275,-0.065
0.430,-0.335,-0.075
0.432,-0.300,-0.085
0.434,-0.260,-0.095
0.436,-0.150,-0.100
0.438,-0.085,-0.095
0.440,-0.055,-0.080
0.442,-0.035,-0.050
0.444,-0.030,0.000
0.446,-0.070,0.065
0.448,-0.060,0.140
0.450,0.035,0.225
0.452,0.120,0.305
0.454,0.275,0.380
0.456,0.480,0.435
0.458,0.550,0.465
0.460,0.540,0.470
0.462,0.455,0.440
0.464,0.270,0.385
0.466,0.075,0.310
0.468,-0.010,0.220
0.470,-0.075,0.125
0.472,-0.135,0.035
