'Elapsed time','ECG I','ECG I filtered'
'seconds','mV','mV'
0.000,-0.370,-0.035
0.002,-0.335,-0.030
0.004,-0.325,-0.025
0.006,-0.315,-0.020
0.008,-0.320,-0.015
0.010,-0.345,-0.010
0.012,-0.365,-0.010
0.014,-0.390,-0.015
0.016,-0.395,-0.015
0.018,-0.390,-0.015
0.020,-0.370,-0.015
0.022,-0.340,-0.015
0.024,-0.330,-0.015
0.026,-0.320,-0.015
0.028,-0.315,-0.010
0.030,-0.340,-0.010
0.032,-0.365,-0.010
0.034,-0.385,-0.005
0.036,-0.400,-0.010
0.038,-0.395,-0.010
0.040,-0.375,-0.010
0.042,-0.340,-0.015
0.044,-0.335,-0.020
0.046,-0.320,-0.025
0.048,-0.325,-0.030
0.050,-0.340,-0.030
0.052,-0.370,-0.035
0.054,-0.390,-0.035
0.056,-0.395,-0.035
0.058,-0.395,-0.035
0.060,-0.370,-0.035
0.062,-0.335,-0.030
0.064,-0.330,-0.030
0.066,-0.315,-0.030
0.068,-0.315,-0.030
0.070,-0.335,-0.025
0.072,-0.365,-0.025
0.074,-0.395,-0.025
0.076,-0.390,-0.025
0.078,-0.380,-0.025
0.080,-0.365,-0.025
0.082,-0.330,-0.020
0.084,-0.315,-0.015
0.086,-0.300,-0.015
0.088,-0.320,-0.015
0.090,-0.330,-0.015
0.092,-0.355,-0.015
0.094,-0.375,-0.020
0.096,-0.375,-0.020
0.098,-0.380,-0.025
0.100,-0.355,-0.025
0.102,-0.320,-0.025
0.104,-0.300,-0.025
0.106,-0.290,-0.025
0.108,-0.310,-0.020
0.110,-0.320,-0.020
0.112,-0.355,-0.015
0.114,-0.375,-0.015
0.116,-0.375,-0.015
0.118,-0.370,-0.015
0.120,-0.350,-0.020
0.122,-0.315,-0.020
0.124,-0.305,-0.020
0.126,-0.290,-0.020
0.128,-0.305,-0.015
0.130,-0.320,-0.015
0.132,-0.355,-0.010
0.134,-0.365,-0.010
0.136,-0.370,-0.010
0.138,-0.365,-0.010
0.140,-0.340,-0.015
0.142,-0.315,-0.015
0.144,-0.305,-0.020
0.146,-0.305,-0.025
0.148,-0.315,-0.025
0.150,-0.330,-0.030
0.152,-0.360,-0.030
0.154,-0.385,-0.025
0.156,-0.375,-0.025
0.158,-0.360,-0.020
0.160,-0.345,-0.015
0.162,-0.315,-0.010
0.164,-0.310,-0.005
0.166,-0.300,-0.005
0.168,-0.310,0.000
0.170,-0.335,0.000
0.172,-0.350,0.000
0.174,-0.365,-0.005
0.176,-0.380,-0.005
0.178,-0.360,-0.010
0.180,-0.340,-0.010
0.182,-0.315,-0.015
0.184,-0.305,-0.015
0.186,-0.295,-0.015
0.188,-0.310,-0.015
0.190,-0.340,-0.015
0.192,-0.370,-0.015
0.194,-0.380,-0.015
0.196,-0.370,-0.015
0.198,-0.360,-0.015
0.200,-0.345,-0.015
0.202,-0.320,-0.010
0.204,-0.305,-0.010
0.206,-0.305,-0.010
0.208,-0.315,-0.005
0.210,-0.340,-0.005
0.212,-0.365,-0.005
0.214,-0.375,-0.005
0.216,-0.370,-0.005
0.218,-0.360,-0.005
0.220,-0.340,-0.005
0.222,-0.315,-0.010
0.224,-0.305,-0.010
0.226,-0.305,-0.010
0.228,-0.315,-0.015
0.230,-0.345,-0.015
0.232,-0.370,-0.020
0.234,-0.385,-0.020
0.236,-0.370,-0.020
0.238,-0.360,-0.020
0.240,-0.335,-0.020
0.242,-0.315,-0.020
0.244,-0.315,-0.015
0.246,-0.305,-0.015
0.248,-0.320,-0.010
0.250,-0.345,-0.010
0.252,-0.365,-0.010
0.254,-0.380,-0.010
0.256,-0.375,-0.010
0.258,-0.365,-0.015
0.260,-0.345,-0.015
0.262,-0.320,-0.015
0.264,-0.305,-0.015
0.266,-0.310,-0.015
0.268,-0.310,-0.015
0.270,-0.345,-0.015
0.272,-0.370,-0.015
0.274,-0.385,-0.015
0.276,-0.370,-0.015
0.278,-0.360,-0.015
0.280,-0.310,-0.015
0.282,-0.295,-0.015
0.284,-0.290,-0.015
0.286,-0.285,-0.010
0.288,-0.290,-0.005
0.290,-0.305,0.000
0.292,-0.315,0.010
0.294,-0.325,0.015
0.296,-0.305,0.025
0.298,-0.275,0.030
0.300,-0.255,0.035
0.302,-0.240,0.040
0.304,-0.235,0.040
0.306,-0.235,0.040
0.308,-0.250,0.045
0.310,-0.290,0.045
0.312,-0.295,0.045
0.314,-0.320,0.045
0.316,-0.315,0.045
0.318,-0.290,0.045
0.320,-0.250,0.045
0.322,-0.230,0.045
0.324,-0.220,0.045
0.326,-0.220,0.045
0.328,-0.235,0.045
0.330,-0.275,0.045
0.332,-0.300,0.045
0.334,-0.315,0.045
0.336,-0.310,0.045
0.338,-0.295,0.045
0.340,-0.275,0.045
0.342,-0.270,0.040
0.344,-0.260,0.040
0.346,-0.265,0.035
0.348,-0.280,0.025
0.350,-0.320,0.020
0.352,-0.365,0.010
0.354,-0.390,0.000
0.356,-0.375,-0.010
0.358,-0.355,-0.020
0.360,-0.340,-0.025
0.362,-0.325,-0.030
0.364,-0.310,-0.035
0.366,-0.310,-0.035
0.368,-0.340,-0.040
0.370,-0.370,-0.040
0.372,-0.395,-0.040
0.374,-0.390,-0.040
0.376,-0.395,-0.040
0.378,-0.370,-0.040
0.380,-0.330,-0.045
0.382,-0.325,-0.045
0.384,-0.315,-0.050
0.386,-0.320,-0.050
0.388,-0.340,-0.050
0.390,-0.390,-0.050
0.392,-0.400,-0.050
0.394,-0.395,-0.050
0.396,-0.385,-0.045
0.398,-0.370,-0.040
0.400,-0.335,-0.035
0.402,-0.325,-0.035
0.404,-0.325,-0.030
0.406,-0.325,-0.025
0.408,-0.350,-0.020
0.410,-0.370,-0.020
0.412,-0.395,-0.020
0.414,-0.400,-0.025
0.416,-0.395,-0.025
0.418,-0.370,-0.030
0.420,-0.330,-0.030
0.422,-0.325,-0.035
0.424,-0.315,-0.035
0.426,-0.325,-0.035
0.428,-0.340,-0.035
0.430,-0.370,-0.035
0.432,-0.395,-0.040
0.434,-0.395,-0.050
0.436,-0.405,-0.055
0.438,-0.395,-0.065
0.440,-0.370,-0.075
0.442,-0.345,-0.075
0.444,-0.330,-0.060
0.446,-0.305,-0.035
0.448,-0.295,0.005
0.450,-0.275,0.060
0.452,-0.220,0.135
0.454,-0.135,0.215
0.456,-0.015,0.305
0.458,0.095,0.390
0.460,0.230,0.475
0.462,0.300,0.550
0.464,0.350,0.610
0.466,0.385,0.650
0.468,0.405,0.665
0.470,0.365,0.655
0.472,0.275,0.625
0.474,0.180,0.565
0.476,0.105,0.485
0.478,0.055,0.390
0.480,-0.025,0.285
0.482,-0.165,0.185
0.484,-0.255,0.090
0.486,-0.300,0.015
0.488,-0.345,-0.040
0.490,-0.410,-0.070
0.492,-0.435,-0.080
0.494,-0.410,-0.075
0.496,-0.370,-0.060
0.498,-0.345,-0.040
0.500,-0.325,-0.025
0.502,-0.320,-0.015
0.504,-0.315,-0.015
0.506,-0.325,-0.020
0.508,-0.355,-0.030
0.510,-0.390,-0.040
0.512,-0.405,-0.045
0.514,-0.410,-0.050
0.516,-0.380,-0.045
0.518,-0.350,-0.040
0.520,-0.325,-0.035
0.522,-0.320,-0.025
0.524,-0.315,-0.025
0.526,-0.330,-0.020
0.528,-0.365,-0.025
0.530,-0.385,-0.030
0.532,-0.395,-0.035
0.534,-0.395,-0.040
0.536,-0.375,-0.040
0.538,-0.345,-0.045
0.540,-0.330,-0.040
0.542,-0.310,-0.040
0.544,-0.315,-0.035
0.546,-0.330,-0.035
0.548,-0.360,-0.030
0.550,-0.370,-0.030
0.552,-0.390,-0.030
0.554,-0.380,-0.030
0.556,-0.365,-0.030
0.558,-0.325,-0.025
0.560,-0.325,-0.025
0.562,-0.315,-0.025
0.564,-0.305,-0.030
0.566,-0.315,-0.030
0.568,-0.350,-0.030
0.570,-0.375,-0.035
0.572,-0.390,-0.040
0.574,-0.385,-0.040
0.576,-0.360,-0.040
0.578,-0.325,-0.040
0.580,-0.305,-0.040
0.582,-0.300,-0.040
0.584,-0.300,-0.035
0.586,-0.315,-0.030
0.588,-0.340,-0.030
0.590,-0.355,-0.025
0.592,-0.370,-0.025
0.594,-0.365,-0.025
0.596,-0.350,-0.025
0.598,-0.320,-0.025
0.600,-0.305,-0.020
0.602,-0.290,-0.020
0.604,-0.300,-0.015
0.606,-0.310,-0.015
0.608,-0.340,-0.010
0.610,-0.355,-0.010
0.612,-0.355,-0.005
0.614,-0.345,-0.005
0.616,-0.335,-0.005
0.618,-0.300,-0.005
0.620,-0.295,-0.005
0.622,-0.290,-0.005
0.624,-0.280,-0.005
0.626,-0.305,-0.005
0.628,-0.330,-0.010
0.630,-0.350,-0.010
0.632,-0.355,-0.010
0.634,-0.345,-0.005
0.636,-0.325,-0.005
0.638,-0.290,-0.005
0.640,-0.280,0.000
0.642,-0.270,0.000
0.644,-0.265,0.005
0.646,-0.290,0.005
0.648,-0.315,0.000
0.650,-0.335,0.000
0.652,-0.335,0.000
0.654,-0.320,-0.005
0.656,-0.295,-0.005
0.658,-0.270,0.000
0.660,-0.260,0.005
0.662,-0.245,0.010
0.664,-0.240,0.020
0.666,-0.255,0.030
0.668,-0.280,0.040
0.670,-0.310,0.050
0.672,-0.300,0.055
0.674,-0.280,0.055
0.676,-0.265,0.060
0.678,-0.230,0.060
0.680,-0.210,0.060
0.682,-0.195,0.065
0.684,-0.200,0.065
0.686,-0.215,0.070
0.688,-0.245,0.075
0.690,-0.260,0.080
0.692,-0.250,0.085
0.694,-0.235,0.090
0.696,-0.225,0.090
0.698,-0.195,0.095
0.700,-0.175,0.095
0.702,-0.165,0.100
0.704,-0.175,0.100
0.706,-0.190,0.105
0.708,-0.220,0.110
0.710,-0.235,0.115
0.712,-0.225,0.120
0.714,-0.220,0.120
0.716,-0.210,0.125
0.718,-0.175,0.125
0.720,-0.165,0.120
0.722,-0.170,0.115
0.724,-0.175,0.115
0.726,-0.200,0.110
0.728,-0.235,0.105
0.730,-0.255,0.105
0.732,-0.250,0.100
0.734,-0.250,0.100
0.736,-0.240,0.100
0.738,-0.215,0.095
0.740,-0.210,0.090
0.742,-0.215,0.080
0.744,-0.230,0.075
0.746,-0.260,0.065
0.748,-0.300,0.050
0.750,-0.320,0.040
0.752,-0.340,0.030
0.754,-0.320,0.025
0.756,-0.295,0.015
0.758,-0.275,0.010
0.760,-0.270,0.005
0.762,-0.275,0.005
0.764,-0.290,0.000
0.766,-0.310,0.000
0.768,-0.355,-0.005
0.770,-0.375,-0.010
0.772,-0.380,-0.010
0.774,-0.375,-0.015
0.776,-0.335,-0.020
0.778,-0.315,-0.020
0.780,-0.305,-0.025
0.782,-0.310,-0.025
0.784,-0.325,-0.030
0.786,-0.345,-0.030
0.788,-0.375,-0.035
0.790,-0.390,-0.035
0.792,-0.390,-0.040
0.794,-0.380,-0.045
0.796,-0.355,-0.050
0.798,-0.330,-0.055
0.800,-0.320,-0.060
0.802,-0.315,-0.060
0.804,-0.340,-0.060
0.806,-0.370,-0.060
0.808,-0.385,-0.060
0.810,-0.405,-0.055
0.812,-0.395,-0.050
0.814,-0.385,-0.045
0.816,-0.355,-0.045
0.818,-0.340,-0.045
0.820,-0.330,-0.045
0.822,-0.325,-0.045
0.824,-0.340,-0.050
0.826,-0.375,-0.055
0.828,-0.390,-0.060
0.830,-0.410,-0.060
0.832,-0.405,-0.065
0.834,-0.395,-0.065
0.836,-0.365,-0.070
0.838,-0.350,-0.070
0.840,-0.340,-0.070
0.842,-0.350,-0.070
0.844,-0.365,-0.070
0.846,-0.390,-0.070
0.848,-0.395,-0.065
0.850,-0.415,-0.065
0.852,-0.420,-0.065
0.854,-0.390,-0.065
0.856,-0.370,-0.060
0.858,-0.345,-0.060
0.860,-0.340,-0.060
0.862,-0.340,-0.065
0.864,-0.355,-0.065
0.866,-0.390,-0.070
0.868,-0.405,-0.070
0.870,-0.415,-0.075
0.872,-0.410,-0.075
0.874,-0.380,-0.075
0.876,-0.350,-0.070
0.878,-0.330,-0.070
0.880,-0.330,-0.065
0.882,-0.330,-0.065
0.884,-0.340,-0.060
0.886,-0.375,-0.060
0.888,-0.395,-0.060
0.890,-0.405,-0.060
0.892,-0.400,-0.060
0.894,-0.375,-0.060
0.896,-0.330,-0.055
0.898,-0.325,-0.055
0.900,-0.310,-0.050
0.902,-0.315,-0.045
0.904,-0.335,-0.040
0.906,-0.375,-0.040
0.908,-0.380,-0.035
0.910,-0.385,-0.035
0.912,-0.375,-0.035
0.914,-0.365,-0.035
0.916,-0.330,-0.040
0.918,-0.320,-0.040
0.920,-0.305,-0.040
0.922,-0.310,-0.040
0.924,-0.325,-0.040
0.926,-0.365,-0.040
0.928,-0.380,-0.040
0.930,-0.375,-0.040
0.932,-0.365,-0.040
0.934,-0.350,-0.040
0.936,-0.320,-0.045
0.938,-0.325,-0.045
0.940,-0.315,-0.050
0.942,-0.310,-0.050
0.944,-0.325,-0.050
0.946,-0.360,-0.045
0.948,-0.375,-0.045
0.950,-0.375,-0.040
0.952,-0.370,-0.035
0.954,-0.350,-0.030
0.956,-0.320,-0.030
0.958,-0.305,-0.030
0.960,-0.305,-0.030
0.962,-0.310,-0.030
0.964,-0.325,-0.035
0.966,-0.360,-0.035
0.968,-0.380,-0.035
0.970,-0.375,-0.040
0.972,-0.360,-0.040
0.974,-0.355,-0.035
0.976,-0.320,-0.035
0.978,-0.310,-0.035
0.980,-0.300,-0.035
0.982,-0.320,-0.035
0.984,-0.335,-0.035
0.986,-0.365,-0.035
0.988,-0.385,-0.040
0.990,-0.390,-0.040
0.992,-0.370,-0.040
0.994,-0.355,-0.040
0.996,-0.330,-0.045
0.998,-0.310,-0.045
1.000,-0.315,-0.040
1.002,-0.315,-0.040
1.004,-0.325,-0.040
1.006,-0.360,-0.040
1.008,-0.390,-0.040
1.010,-0.385,-0.040
1.012,-0.360,-0.040
1.014,-0.355,-0.040
1.016,-0.320,-0.040
1.018,-0.310,-0.040
1.020,-0.315,-0.040
1.022,-0.330,-0.045
1.024,-0.330,-0.040
1.026,-0.370,-0.040
1.028,-0.380,-0.040
1.030,-0.385,-0.040
1.032,-0.385,-0.040
1.034,-0.350,-0.040
1.036,-0.310,-0.040
1.038,-0.305,-0.040
1.040,-0.300,-0.040
1.042,-0.315,-0.040
1.044,-0.335,-0.035
1.046,-0.365,-0.035
1.048,-0.380,-0.035
1.050,-0.385,-0.035
1.052,-0.365,-0.035
1.054,-0.345,-0.035
1.056,-0.310,-0.035
1.058,-0.305,-0.035
1.060,-0.300,-0.035
1.062,-0.320,-0.035
1.064,-0.335,-0.035
1.066,-0.360,-0.035
1.068,-0.370,-0.035
1.070,-0.375,-0.030
1.072,-0.360,-0.030
1.074,-0.340,-0.025
1.076,-0.305,-0.025
1.078,-0.300,-0.030
1.080,-0.305,-0.030
1.082,-0.315,-0.035
1.084,-0.350,-0.035
1.086,-0.365,-0.040
1.088,-0.380,-0.045
1.090,-0.380,-0.045
1.092,-0.355,-0.045
1.094,-0.325,-0.050
1.096,-0.310,-0.050
1.098,-0.300,-0.045
1.100,-0.300,-0.045
1.102,-0.315,-0.040
1.104,-0.335,-0.040
1.106,-0.360,-0.035
1.108,-0.370,-0.035
1.110,-0.365,-0.035
1.112,-0.345,-0.035
1.114,-0.325,-0.035
1.116,-0.320,-0.035
1.118,-0.305,-0.040
1.120,-0.305,-0.040
1.122,-0.310,-0.045
1.124,-0.350,-0.050
1.126,-0.365,-0.050
1.128,-0.375,-0.050
1.130,-0.365,-0.050
1.132,-0.360,-0.045
1.134,-0.320,-0.040
1.136,-0.305,-0.040
1.138,-0.295,-0.035
1.140,-0.310,-0.030
1.142,-0.320,-0.030
1.144,-0.345,-0.030
1.146,-0.355,-0.030
