'Elapsed time','ECG I','ECG I filtered'
'seconds','mV','mV'
0.000,-0.170,0.010
0.002,-0.070,0.015
0.004,-0.085,0.015
0.006,-0.090,0.010
0.008,-0.215,0.000
0.010,-0.240,-0.010
0.012,-0.325,-0.025
0.014,-0.315,-0.035
0.016,-0.275,-0.040
0.018,-0.200,-0.035
0.020,-0.185,-0.025
0.022,-0.075,-0.015
0.024,-0.090,0.000
0.026,-0.135,0.010
0.028,-0.185,0.015
0.030,-0.250,0.010
0.032,-0.330,0.005
0.034,-0.305,-0.005
0.036,-0.285,-0.015
0.038,-0.175,-0.020
0.040,-0.115,-0.025
0.042,-0.030,-0.020
0.044,-0.050,-0.015
0.046,-0.155,-0.010
0.048,-0.265,-0.005
0.050,-0.270,0.000
0.052,-0.335,0.000
0.054,-0.285,0.000
0.056,-0.240,-0.005
0.058,-0.160,-0.010
0.060,-0.160,-0.015
0.062,-0.050,-0.015
0.064,-0.095,-0.020
0.066,-0.155,-0.025
0.068,-0.255,-0.025
0.070,-0.290,-0.035
0.072,-0.380,-0.040
0.074,-0.340,-0.045
0.076,-0.280,-0.045
0.078,-0.180,-0.045
0.080,-0.145,-0.040
0.082,-0.060,-0.030
0.084,-0.065,-0.020
0.086,-0.130,-0.010
0.088,-0.215,0.000
0.090,-0.265,0.010
0.092,-0.305,0.010
0.094,-0.295,0.010
0.096,-0.220,0.010
0.098,-0.165,0.005
0.100,-0.125,0.000
0.102,-0.035,0.000
0.104,-0.045,0.000
0.106,-0.110,0.005
0.108,-0.215,0.015
0.110,-0.260,0.025
0.112,-0.285,0.030
0.114,-0.225,0.035
0.116,-0.175,0.040
0.118,-0.070,0.035
0.120,-0.065,0.025
0.122,-0.040,0.015
0.124,-0.110,0.005
0.126,-0.160,-0.005
0.128,-0.220,-0.010
0.130,-0.265,-0.010
0.132,-0.275,-0.010
0.134,-0.250,0.000
0.136,-0.150,0.010
0.138,-0.100,0.025
0.140,-0.035,0.040
0.142,0.005,0.050
0.144,-0.030,0.060
0.146,-0.075,0.070
