'Elapsed time','ECG I','ECG I filtered'
'seconds','mV','mV'
0.000,1.195,-0.145
0.002,1.225,-0.085
0.004,1.240,-0.030
0.006,1.340,0.015
0.008,1.360,0.055
0.010,1.545,0.080
0.012,1.580,0.095
0.014,1.500,0.095
0.016,1.425,0.090
0.018,1.360,0.075
0.020,1.255,0.060
0.022,1.285,0.050
0.024,1.325,0.045
0.026,1.400,0.045
0.028,1.395,0.050
0.030,1.525,0.055
0.032,1.485,0.065
0.034,1.470,0.070
0.036,1.400,0.070
0.038,1.345,0.070
0.040,1.270,0.060
0.042,1.270,0.050
0.044,1.285,0.045
0.046,1.345,0.040
0.048,1.375,0.040
0.050,1.505,0.045
0.052,1.525,0.050
0.054,1.535,0.060
0.056,1.445,0.070
0.058,1.405,0.075
0.060,1.240,0.080
0.062,1.270,0.080
0.064,1.295,0.075
0.066,1.355,0.065
0.068,1.410,0.060
0.070,1.555,0.050
0.072,1.485,0.050
0.074,1.480,0.045
0.076,1.435,0.045
0.078,1.380,0.050
0.080,1.235,0.055
0.082,1.250,0.060
0.084,1.315,0.060
0.086,1.360,0.060
0.088,1.390,0.060
0.090,1.500,0.055
0.092,1.485,0.050
0.094,1.420,0.040
0.096,1.345,0.040
0.098,1.325,0.035
0.100,1.270,0.035
0.102,1.240,0.045
0.104,1.305,0.050
0.106,1.340,0.060
0.108,1.375,0.070
0.110,1.505,0.075
0.112,1.515,0.075
0.114,1.485,0.070
0.116,1.390,0.060
0.118,1.355,0.055
0.120,1.200,0.045
0.122,1.205,0.040
0.124,1.315,0.035
0.126,1.405,0.040
0.128,1.415,0.045
0.130,1.515,0.055
0.132,1.495,0.060
0.134,1.400,0.070
0.136,1.345,0.075
0.138,1.320,0.080
0.140,1.290,0.085
0.142,1.340,0.090
0.144,1.370,0.095
0.146,1.445,0.105
0.148,1.490,0.110
0.150,1.565,0.120
0.152,1.570,0.125
0.154,1.495,0.125
0.156,1.430,0.125
0.158,1.375,0.125
0.160,1.325,0.120
0.162,1.285,0.120
0.164,1.345,0.120
0.166,1.415,0.120
0.168,1.450,0.125
0.170,1.585,0.130
0.172,1.595,0.135
0.174,1.510,0.140
0.176,1.480,0.140
0.178,1.405,0.140
0.180,1.290,0.140
0.182,1.255,0.135
0.184,1.325,0.135
0.186,1.420,0.140
0.188,1.550,0.150
0.190,1.675,0.160
0.192,1.650,0.175
0.194,1.590,0.185
0.196,1.510,0.195
0.198,1.400,0.195
0.200,1.350,0.190
0.202,1.325,0.180
0.204,1.335,0.165
0.206,1.380,0.145
0.208,1.485,0.125
0.210,1.555,0.110
0.212,1.600,0.100
0.214,1.485,0.100
0.216,1.395,0.105
0.218,1.300,0.110
0.220,1.290,0.120
0.222,1.275,0.130
0.224,1.335,0.135
0.226,1.400,0.135
0.228,1.530,0.130
0.230,1.560,0.125
0.232,1.545,0.115
0.234,1.455,0.105
0.236,1.385,0.100
0.238,1.265,0.090
0.240,1.255,0.085
0.242,1.215,0.075
0.244,1.255,0.070
0.246,1.320,0.060
0.248,1.440,0.050
0.250,1.460,0.040
0.252,1.450,0.030
0.254,1.335,0.020
0.256,1.285,0.015
0.258,1.170,0.015
0.260,1.185,0.015
0.262,1.190,0.020
0.264,1.305,0.020
0.266,1.345,0.020
0.268,1.410,0.020
0.270,1.390,0.020
0.272,1.350,0.015
0.274,1.320,0.010
0.276,1.300,0.005
0.278,1.160,0.005
0.280,1.215,0.005
0.282,1.175,0.005
0.284,1.215,0.005
0.286,1.245,0.005
0.288,1.350,0.000
0.290,1.365,-0.010
0.292,1.370,-0.015
0.294,1.325,-0.025
0.296,1.270,-0.030
0.298,1.125,-0.030
0.300,1.115,-0.025
0.302,1.100,-0.020
0.304,1.215,-0.015
0.306,1.285,-0.010
0.308,1.430,-0.010
0.310,1.355,-0.020
0.312,1.375,-0.030
0.314,1.240,-0.045
0.316,1.180,-0.055
0.318,1.080,-0.060
0.320,1.070,-0.060
0.322,1.125,-0.045
0.324,1.165,-0.025
0.326,1.265,-0.005
0.328,1.435,0.015
0.330,1.440,0.025
0.332,1.395,0.025
0.334,1.295,0.020
0.336,1.220,0.000
0.338,1.075,-0.025
0.340,1.065,-0.045
0.342,1.080,-0.065
0.344,1.155,-0.070
0.346,1.255,-0.070
0.348,1.380,-0.055
0.350,1.345,-0.040
0.352,1.285,-0.025
0.354,1.260,-0.015
0.356,1.215,-0.010
0.358,1.085,-0.015
0.360,1.080,-0.030
0.362,1.120,-0.045
0.364,1.195,-0.065
0.366,1.185,-0.080
0.368,1.285,-0.090
0.370,1.295,-0.090
0.372,1.270,-0.080
0.374,1.215,-0.065
0.376,1.200,-0.050
0.378,1.055,-0.035
0.380,1.110,-0.025
0.382,1.115,-0.015
0.384,1.160,-0.015
0.386,1.210,-0.020
0.388,1.340,-0.025
0.390,1.295,-0.035
0.392,1.260,-0.040
0.394,1.270,-0.045
0.396,1.210,-0.045
0.398,1.090,-0.040
0.400,1.045,-0.035
0.402,1.095,-0.030
0.404,1.165,-0.030
0.406,1.215,-0.025
0.408,1.325,-0.025
0.410,1.375,-0.025
0.412,1.305,-0.025
0.414,1.215,-0.030
0.416,1.150,-0.030
0.418,1.070,-0.035
0.420,1.055,-0.035
0.422,1.125,-0.040
0.424,1.195,-0.040
0.426,1.200,-0.040
0.428,1.295,-0.040
0.430,1.340,-0.040
0.432,1.285,-0.040
0.434,1.165,-0.040
0.436,1.130,-0.035
0.438,1.025,-0.035
0.440,1.050,-0.040
0.442,1.115,-0.040
0.444,1.185,-0.045
0.446,1.175,-0.050
0.448,1.280,-0.055
0.450,1.305,-0.060
0.452,1.235,-0.060
0.454,1.195,-0.055
0.456,1.120,-0.045
0.458,1.030,-0.040
0.460,1.070,-0.030
0.462,1.075,-0.025
0.464,1.155,-0.025
0.466,1.230,-0.030
0.468,1.310,-0.040
0.470,1.310,-0.055
0.472,1.190,-0.075
0.474,1.120,-0.090
0.476,1.010,-0.100
0.478,0.965,-0.105
0.480,0.995,-0.100
0.482,1.045,-0.090
0.484,1.095,-0.075
0.486,1.225,-0.055
0.488,1.350,-0.040
0.490,1.355,-0.025
0.492,1.230,-0.015
0.494,1.145,-0.005
0.496,1.070,-0.005
0.498,1.070,-0.005
0.500,1.095,-0.010
0.502,1.145,-0.015
0.504,1.140,-0.025
0.506,1.225,-0.030
0.508,1.315,-0.040
0.510,1.270,-0.045
0.512,1.150,-0.055
0.514,1.120,-0.060
0.516,1.010,-0.060
0.518,0.990,-0.060
0.520,1.010,-0.060
