'Elapsed time','ECG I','ECG I filtered'
'seconds','mV','mV'
0.000,0.265,0.115
0.002,0.250,0.115
0.004,0.230,0.120
0.006,0.240,0.120
0.008,0.245,0.125
0.010,0.285,0.130
0.012,0.315,0.135
0.014,0.355,0.140
0.016,0.335,0.140
0.018,0.300,0.140
0.020,0.270,0.140
0.022,0.230,0.135
0.024,0.215,0.130
0.026,0.225,0.125
0.028,0.210,0.125
0.030,0.290,0.125
0.032,0.330,0.120
0.034,0.335,0.120
0.036,0.315,0.120
0.038,0.255,0.115
0.040,0.200,0.110
0.042,0.135,0.095
0.044,0.125,0.085
0.046,0.120,0.065
0.048,0.175,0.050
0.050,0.215,0.030
0.052,0.210,0.015
0.054,0.185,0.000
0.056,0.175,-0.015
0.058,0.170,-0.030
0.060,0.065,-0.040
0.062,0.035,-0.050
0.064,0.025,-0.055
0.066,0.005,-0.060
0.068,0.040,-0.065
0.070,0.085,-0.065
0.072,0.105,-0.065
0.074,0.130,-0.070
0.076,0.110,-0.070
0.078,0.065,-0.070
0.080,0.035,-0.075
0.082,0.000,-0.075
0.084,-0.045,-0.085
0.086,-0.010,-0.090
0.088,0.030,-0.100
0.090,0.050,-0.105
0.092,0.025,-0.115
0.094,0.055,-0.120
0.096,0.025,-0.130
0.098,0.025,-0.135
0.100,-0.025,-0.135
0.102,-0.070,-0.140
0.104,-0.065,-0.140
0.106,-0.030,-0.140
0.108,-0.045,-0.140
0.110,0.005,-0.140
0.112,0.030,-0.140
0.114,0.055,-0.135
0.116,0.025,-0.135
0.118,0.000,-0.135
0.120,-0.015,-0.130
0.122,-0.015,-0.130
0.124,-0.055,-0.130
0.126,-0.040,-0.125
0.128,-0.035,-0.125
0.130,0.030,-0.125
0.132,0.055,-0.120
0.134,0.055,-0.120
0.136,0.045,-0.115
0.138,0.020,-0.115
0.140,-0.040,-0.115
0.142,-0.080,-0.115
0.144,-0.090,-0.120
0.146,-0.075,-0.120
0.148,-0.030,-0.125
0.150,0.040,-0.130
0.152,0.060,-0.135
0.154,0.080,-0.135
0.156,0.075,-0.130
0.158,0.005,-0.130
0.160,-0.050,-0.125
0.162,-0.070,-0.120
0.164,-0.055,-0.115
0.166,-0.055,-0.110
0.168,0.000,-0.110
0.170,0.030,-0.110
0.172,0.035,-0.115
0.174,0.065,-0.115
0.176,0.060,-0.115
0.178,0.010,-0.115
0.180,-0.035,-0.115
