'Elapsed time','ECG I','ECG I filtered'
'seconds','mV','mV'
0.000,-0.135,-0.075
0.002,-0.090,-0.060
0.004,-0.075,-0.045
0.006,-0.085,-0.035
0.008,-0.115,-0.025
0.010,-0.075,-0.015
0.012,-0.060,-0.015
0.014,-0.050,-0.015
0.016,-0.070,-0.015
0.018,-0.075,-0.020
0.020,-0.105,-0.025
0.022,-0.110,-0.030
0.024,-0.095,-0.030
0.026,-0.095,-0.030
0.028,-0.100,-0.025
0.030,-0.055,-0.015
0.032,-0.030,-0.005
0.034,-0.045,0.000
0.036,-0.055,0.005
0.038,-0.020,0.010
0.040,-0.110,0.010
0.042,-0.120,0.005
0.044,-0.045,-0.005
0.046,-0.055,-0.010
0.048,-0.090,-0.015
0.050,-0.065,-0.020
0.052,-0.080,-0.020
0.054,-0.055,-0.020
0.056,-0.045,-0.015
0.058,-0.070,-0.010
0.060,-0.050,-0.005
0.062,-0.070,0.000
0.064,-0.055,0.000
0.066,-0.035,-0.005
0.068,-0.080,-0.005
0.070,-0.070,-0.005
0.072,-0.035,-0.010
0.074,-0.070,-0.005
0.076,-0.065,-0.005
0.078,0.035,-0.005
0.080,-0.045,0.000
0.082,-0.050,0.000
0.084,-0.120,-0.005
0.086,-0.100,-0.005
0.088,-0.115,-0.010
0.090,-0.040,-0.015
0.092,-0.025,-0.020
0.094,-0.065,-0.020
0.096,-0.095,-0.015
0.098,-0.065,-0.010
0.100,-0.050,-0.005
0.102,-0.065,0.000
0.104,-0.085,0.005
0.106,-0.065,0.010
0.108,0.025,0.010
0.110,-0.025,0.005
0.112,-0.065,0.000
0.114,-0.050,0.000
0.116,-0.040,-0.005
0.118,-0.075,-0.005
0.120,-0.120,0.000
0.122,-0.020,0.000
0.124,-0.040,0.000
0.126,-0.085,0.000
0.128,-0.060,0.000
0.130,-0.025,-0.005
0.132,-0.070,-0.010
0.134,-0.035,-0.010
0.136,-0.025,-0.010
0.138,-0.010,-0.010
0.140,-0.050,-0.005
0.142,-0.075,0.005
0.144,-0.025,0.015
0.146,-0.075,0.020
0.148,-0.035,0.025
0.150,-0.020,0.020
0.152,-0.050,0.015
0.154,-0.055,0.005
0.156,-0.025,-0.005
0.158,-0.015,-0.015
0.160,-0.120,-0.020
0.162,-0.045,-0.025
0.164,-0.040,-0.020
0.166,-0.075,-0.015
0.168,-0.055,-0.005
0.170,-0.030,0.005
0.172,-0.005,0.015
0.174,-0.040,0.015
0.176,-0.050,0.015
0.178,-0.035,0.010
0.180,-0.055,0.005
0.182,-0.055,0.000
0.184,0.005,-0.005
0.186,-0.075,-0.010
0.188,-0.055,-0.010
0.190,-0.020,-0.010
0.192,-0.070,-0.005
0.194,-0.040,-0.005
0.196,-0.050,-0.005
0.198,-0.070,-0.005
0.200,-0.115,-0.005
0.202,-0.060,-0.010
0.204,-0.030,-0.010
0.206,-0.065,-0.015
0.208,-0.065,-0.015
0.210,-0.040,-0.010
0.212,-0.030,-0.010
0.214,0.020,-0.005
0.216,0.025,0.000
0.218,-0.035,0.005
0.220,-0.135,0.010
0.222,-0.070,0.010
0.224,-0.075,0.010
0.226,-0.070,0.010
0.228,-0.015,0.005
0.230,-0.015,0.005
0.232,-0.020,0.000
0.234,-0.010,0.000
0.236,-0.040,0.000
0.238,-0.085,0.000
0.240,-0.045,0.000
0.242,-0.045,-0.005
0.244,-0.030,-0.010
0.246,-0.070,-0.015
0.248,-0.075,-0.020
0.250,-0.055,-0.025
0.252,-0.040,-0.030
0.254,-0.085,-0.030
0.256,-0.035,-0.030
0.258,-0.045,-0.025
0.260,-0.055,-0.020
0.262,-0.060,-0.015
0.264,-0.085,-0.010
0.266,-0.115,-0.005
0.268,-0.030,0.000
0.270,0.010,0.000
0.272,-0.030,0.000
0.274,-0.030,0.000
0.276,-0.045,-0.005
0.278,-0.085,-0.005
0.280,-0.055,-0.010
0.282,-0.050,-0.010
0.284,-0.060,-0.010
0.286,-0.035,-0.010
0.288,-0.035,-0.005
0.290,-0.030,0.000
0.292,-0.050,0.005
0.294,0.025,0.010
0.296,0.010,0.010
0.298,-0.030,0.015
0.300,-0.060,0.015
0.302,-0.040,0.020
0.304,-0.055,0.015
0.306,-0.075,0.015
0.308,-0.060,0.015
0.310,0.025,0.015
0.312,0.020,0.010
0.314,-0.010,0.010
0.316,0.000,0.010
0.318,-0.070,0.010
0.320,-0.045,0.010
0.322,-0.065,0.005
0.324,-0.005,0.005
0.326,-0.055,0.005
0.328,-0.015,0.010
0.330,0.040,0.010
0.332,-0.040,0.015
0.334,0.025,0.015
0.336,0.015,0.020
0.338,-0.035,0.025
0.340,0.000,0.030
0.342,0.000,0.035
0.344,0.000,0.040
0.346,-0.035,0.040
0.348,0.015,0.040
0.350,-0.020,0.040
0.352,0.050,0.040
0.354,0.020,0.040
0.356,0.000,0.040
0.358,0.020,0.035
0.360,-0.040,0.035
0.362,0.000,0.025
0.364,-0.025,0.020
0.366,-0.005,0.015
0.368,-0.025,0.005
0.370,-0.010,0.000
0.372,-0.040,-0.005
0.374,-0.075,-0.005
0.376,-0.030,-0.005
0.378,-0.040,-0.005
0.380,-0.025,0.000
0.382,-0.040,0.005
0.384,-0.045,0.005
0.386,-0.030,0.005
0.388,0.010,0.005
0.390,-0.020,0.000
0.392,-0.040,-0.010
0.394,-0.035,-0.015
0.396,-0.020,-0.020
0.398,-0.065,-0.025
0.400,-0.105,-0.030
0.402,-0.095,-0.035
0.404,-0.090,-0.035
0.406,-0.025,-0.035
0.408,-0.055,-0.035
0.410,-0.085,-0.035
0.412,-0.045,-0.035
0.414,-0.030,-0.035
0.416,-0.070,-0.030
0.418,-0.085,-0.030
0.420,-0.070,-0.025
0.422,-0.040,-0.015
0.424,-0.035,-0.005
0.426,0.010,0.000
0.428,0.035,0.010
0.430,0.030,0.020
0.432,-0.065,0.025
0.434,-0.020,0.035
0.436,0.010,0.050
0.438,-0.010,0.065
0.440,0.105,0.100
0.442,0.170,0.145
0.444,0.200,0.215
0.446,0.295,0.295
0.448,0.405,0.395
0.450,0.475,0.505
0.452,0.580,0.610
0.454,0.715,0.700
0.456,0.840,0.765
0.458,0.805,0.795
0.460,0.770,0.780
0.462,0.735,0.730
0.464,0.550,0.640
0.466,0.450,0.525
0.468,0.380,0.400
0.470,0.245,0.280
0.472,0.105,0.170
0.474,0.050,0.090
0.476,-0.015,0.035
0.478,-0.070,0.005
0.480,-0.030,-0.005
0.482,-0.040,0.000
0.484,-0.035,0.005
0.486,-0.040,0.005
0.488,-0.005,-0.005
0.490,-0.050,-0.020
0.492,-0.070,-0.045
0.494,-0.050,-0.065
0.496,-0.095,-0.090
0.498,-0.145,-0.105
0.500,-0.160,-0.115
0.502,-0.155,-0.120
0.504,-0.180,-0.115
0.506,-0.105,-0.110
0.508,-0.090,-0.100
0.510,-0.110,-0.095
0.512,-0.105,-0.090
0.514,-0.110,-0.090
0.516,-0.090,-0.095
0.518,-0.135,-0.095
0.520,-0.175,-0.100
0.522,-0.135,-0.105
0.524,-0.135,-0.105
0.526,-0.085,-0.105
0.528,-0.100,-0.105
0.530,-0.130,-0.105
0.532,-0.120,-0.105
0.534,-0.095,-0.105
0.536,-0.145,-0.105
0.538,-0.105,-0.100
0.540,-0.100,-0.100
0.542,-0.090,-0.100
0.544,-0.120,-0.100
0.546,-0.135,-0.100
0.548,-0.120,-0.100
0.550,-0.135,-0.100
0.552,-0.120,-0.100
0.554,-0.080,-0.095
0.556,-0.100,-0.090
0.558,-0.120,-0.085
0.560,-0.085,-0.080
0.562,-0.100,-0.075
0.564,-0.120,-0.070
