'Elapsed time','ECG I','ECG I filtered'
'seconds','mV','mV'
0.000,0.115,0.010
0.002,0.060,-0.030
0.004,0.040,-0.050
0.006,0.010,-0.065
0.008,-0.065,-0.070
0.010,0.000,-0.060
0.012,0.080,-0.045
0.014,0.070,-0.030
0.016,0.210,-0.015
0.018,0.165,-0.015
0.020,0.160,-0.015
0.022,0.080,-0.025
0.024,0.080,-0.030
0.026,-0.055,-0.035
0.028,-0.145,-0.030
0.030,0.140,-0.010
0.032,0.195,0.010
0.034,0.190,0.035
0.036,0.150,0.060
0.038,0.215,0.075
0.040,0.380,0.075
0.042,0.185,0.070
0.044,0.160,0.055
0.046,0.070,0.040
0.048,0.010,0.025
0.050,0.050,0.020
0.052,0.075,0.020
0.054,0.125,0.030
0.056,0.245,0.045
0.058,0.345,0.060
0.060,0.315,0.075
0.062,0.250,0.080
0.064,0.120,0.080
0.066,0.010,0.080
0.068,-0.025,0.070
0.070,0.090,0.060
0.072,0.210,0.060
0.074,0.180,0.060
0.076,0.350,0.065
0.078,0.340,0.075
0.080,0.250,0.090
0.082,0.250,0.100
0.084,0.115,0.110
0.086,0.135,0.120
0.088,0.100,0.125
0.090,0.130,0.125
0.092,0.240,0.125
0.094,0.290,0.120
0.096,0.250,0.115
0.098,0.465,0.110
0.100,0.330,0.105
0.102,0.150,0.100
0.104,0.100,0.095
0.106,0.125,0.095
0.108,0.200,0.100
0.110,0.070,0.110
0.112,0.235,0.120
0.114,0.385,0.130
0.116,0.335,0.145
0.118,0.315,0.150
0.120,0.355,0.155
0.122,0.280,0.150
0.124,0.200,0.140
0.126,0.165,0.130
0.128,0.045,0.110
0.130,0.080,0.095
0.132,0.170,0.080
0.134,0.220,0.070
0.136,0.325,0.065
0.138,0.380,0.060
0.140,0.265,0.060
0.142,0.240,0.060
0.144,0.165,0.060
0.146,0.005,0.055
0.148,-0.135,0.055
0.150,0.090,0.050
0.152,0.215,0.045
0.154,0.285,0.040
0.156,0.265,0.035
0.158,0.230,0.025
0.160,0.160,0.020
0.162,0.125,0.015
0.164,0.130,0.010
0.166,0.020,0.000
0.168,0.030,-0.005
0.170,-0.030,-0.010
0.172,0.075,-0.015
0.174,0.130,-0.020
0.176,0.280,-0.030
0.178,0.235,-0.035
0.180,0.115,-0.045
0.182,0.070,-0.060
0.184,-0.010,-0.070
0.186,-0.205,-0.075
0.188,-0.085,-0.080
0.190,0.015,-0.080
0.192,0.125,-0.070
0.194,0.105,-0.060
0.196,0.240,-0.040
0.198,0.285,-0.020
0.200,0.155,0.000
0.202,0.160,0.015
0.204,-0.025,0.025
0.206,0.050,0.025
0.208,0.005,0.015
0.210,0.015,0.005
0.212,0.140,-0.015
0.214,0.180,-0.030
0.216,0.255,-0.045
0.218,0.250,-0.055
0.220,0.050,-0.060
0.222,0.115,-0.060
0.224,-0.065,-0.055
0.226,-0.085,-0.050
0.228,-0.070,-0.040
0.230,0.085,-0.030
0.232,0.120,-0.025
0.234,0.175,-0.020
0.236,0.250,-0.020
0.238,0.275,-0.025
0.240,0.170,-0.030
0.242,0.125,-0.035
0.244,-0.115,-0.045
0.246,-0.170,-0.050
0.248,0.075,-0.055
0.250,-0.075,-0.060
0.252,0.035,-0.065
0.254,0.230,-0.070
0.256,0.275,-0.070
0.258,0.160,-0.065
0.260,0.090,-0.060
0.262,0.065,-0.050
0.264,0.030,-0.035
0.266,-0.105,-0.020
0.268,0.015,-0.005
0.270,0.105,0.005
0.272,0.210,0.015
0.274,0.250,0.010
0.276,0.355,0.005
0.278,0.220,-0.010
0.280,0.045,-0.025
0.282,0.080,-0.040
0.284,-0.085,-0.050
0.286,-0.055,-0.060
0.288,0.010,-0.055
0.290,0.020,-0.045
0.292,0.045,-0.030
0.294,0.285,-0.015
0.296,0.300,0.000
0.298,0.290,0.015
0.300,0.130,0.020
0.302,0.035,0.015
0.304,0.105,0.005
0.306,-0.075,-0.005
0.308,0.025,-0.020
0.310,0.085,-0.030
0.312,0.055,-0.040
0.314,0.285,-0.045
0.316,0.180,-0.045
0.318,0.160,-0.045
0.320,0.075,-0.040
0.322,0.125,-0.035
0.324,-0.010,-0.035
0.326,0.005,-0.040
0.328,0.020,-0.040
0.330,-0.110,-0.045
0.332,0.055,-0.050
0.334,0.270,-0.045
0.336,0.320,-0.040
0.338,0.165,-0.035
0.340,0.210,-0.025
0.342,0.195,-0.015
0.344,-0.080,-0.005
0.346,-0.075,-0.005
0.348,-0.035,-0.005
0.350,0.125,-0.015
0.352,0.250,-0.030
0.354,0.325,-0.045
0.356,0.140,-0.060
0.358,0.045,-0.070
0.360,0.055,-0.070
0.362,0.090,-0.070
0.364,-0.100,-0.060
0.366,-0.045,-0.045
0.368,0.045,-0.025
0.370,0.155,-0.005
0.372,0.220,0.010
0.374,0.305,0.020
0.376,0.330,0.020
0.378,0.210,0.020
0.380,0.105,0.005
0.382,0.070,-0.010
0.384,-0.025,-0.035
0.386,-0.075,-0.060
0.388,-0.125,-0.080
0.390,0.035,-0.095
0.392,0.135,-0.105
0.394,0.145,-0.110
0.396,0.110,-0.105
0.398,0.145,-0.095
0.400,0.085,-0.075
0.402,0.075,-0.060
0.404,-0.050,-0.040
0.406,-0.030,-0.030
0.408,0.100,-0.025
0.410,0.120,-0.025
0.412,0.030,-0.035
0.414,0.175,-0.050
0.416,0.290,-0.065
0.418,0.185,-0.075
0.420,0.125,-0.080
0.422,0.020,-0.080
0.424,-0.140,-0.075
0.426,-0.210,-0.060
0.428,-0.020,-0.045
0.430,0.050,-0.030
0.432,0.320,-0.015
0.434,0.340,-0.010
0.436,0.260,-0.010
0.438,0.120,-0.015
0.440,0.180,-0.020
0.442,0.000,-0.025
0.444,-0.050,-0.025
0.446,-0.015,-0.020
0.448,0.135,-0.010
0.450,0.090,0.000
0.452,0.245,0.010
0.454,0.360,0.015
0.456,0.305,0.010
0.458,0.240,0.000
0.460,0.035,-0.015
0.462,-0.035,-0.030
0.464,-0.065,-0.040
0.466,-0.035,-0.050
0.468,0.120,-0.045
0.470,0.215,-0.035
0.472,0.245,-0.015
0.474,0.210,0.005
0.476,0.290,0.020
0.478,0.160,0.035
0.480,0.190,0.040
0.482,0.100,0.035
0.484,-0.065,0.025
0.486,0.040,0.010
0.488,0.150,-0.005
0.490,0.155,-0.020
0.492,0.275,-0.025
0.494,0.260,-0.030
0.496,0.215,-0.030
0.498,0.195,-0.025
0.500,0.025,-0.025
0.502,-0.030,-0.025
0.504,-0.015,-0.025
0.506,0.050,-0.035
0.508,0.130,-0.045
0.510,0.110,-0.055
0.512,0.215,-0.065
0.514,0.150,-0.070
0.516,0.150,-0.075
0.518,0.075,-0.075
0.520,0.085,-0.075
0.522,-0.050,-0.070
0.524,-0.110,-0.060
0.526,-0.025,-0.055
0.528,0.150,-0.050
0.530,0.135,-0.045
0.532,0.235,-0.040
0.534,0.250,-0.035
0.536,0.240,-0.035
0.538,0.190,-0.030
0.540,0.135,-0.030
0.542,0.015,-0.025
0.544,-0.095,-0.025
0.546,-0.060,-0.030
0.548,0.100,-0.030
0.550,0.140,-0.035
0.552,0.325,-0.035
0.554,0.220,-0.040
0.556,0.155,-0.040
0.558,0.235,-0.035
0.560,0.105,-0.030
0.562,-0.125,-0.020
0.564,-0.015,-0.005
0.566,0.070,0.015
0.568,0.155,0.035
0.570,0.210,0.065
0.572,0.350,0.095
0.574,0.465,0.135
0.576,0.545,0.185
0.578,0.445,0.240
0.580,0.370,0.305
0.582,0.400,0.375
0.584,0.435,0.445
0.586,0.535,0.510
0.588,0.690,0.565
0.590,0.870,0.600
0.592,1.045,0.605
0.594,0.925,0.575
0.596,0.785,0.520
0.598,0.560,0.430
0.600,0.480,0.325
0.602,0.100,0.210
0.604,0.025,0.100
0.606,-0.035,0.005
0.608,-0.030,-0.070
0.610,0.205,-0.115
0.612,0.240,-0.130
0.614,0.155,-0.120
0.616,0.070,-0.100
0.618,0.060,-0.070
0.620,0.065,-0.035
0.622,-0.005,-0.015
0.624,0.040,0.000
0.626,0.080,0.005
0.628,0.135,0.000
0.630,0.175,-0.010
0.632,0.290,-0.020
0.634,0.235,-0.035
0.636,0.220,-0.045
0.638,0.145,-0.055
0.640,0.040,-0.060
0.642,-0.075,-0.065
0.644,-0.050,-0.065
0.646,-0.045,-0.065
0.648,0.060,-0.070
0.650,0.140,-0.070
0.652,0.250,-0.070
0.654,0.255,-0.070
0.656,0.175,-0.070
0.658,0.115,-0.075
0.660,-0.065,-0.075
0.662,-0.130,-0.080
0.664,-0.090,-0.085
0.666,0.005,-0.090
0.668,0.320,-0.090
0.670,0.005,-0.090
0.672,0.145,-0.090
0.674,0.275,-0.080
0.676,0.250,-0.070
0.678,-0.005,-0.060
0.680,0.045,-0.045
0.682,-0.025,-0.035
0.684,-0.005,-0.025
0.686,0.095,-0.020
0.688,0.185,-0.010
0.690,0.145,-0.005
0.692,0.275,0.000
0.694,0.360,0.005
0.696,0.290,0.010
0.698,0.150,0.010
0.700,0.085,0.010
0.702,-0.035,0.005
0.704,0.035,0.000
0.706,0.085,-0.015
0.708,0.075,-0.030
0.710,0.225,-0.045
0.712,0.230,-0.060
0.714,0.275,-0.065
0.716,0.120,-0.060
0.718,0.105,-0.055
0.720,0.075,-0.035
0.722,0.040,-0.020
0.724,0.020,0.000
0.726,0.085,0.015
0.728,0.225,0.025
0.730,0.260,0.030
0.732,0.355,0.025
0.734,0.255,0.015
0.736,0.295,0.000
0.738,0.155,-0.010
0.740,0.015,-0.020
0.742,-0.025,-0.025
0.744,-0.015,-0.025
0.746,0.105,-0.020
0.748,0.155,-0.015
0.750,0.235,-0.010
0.752,0.325,-0.005
0.754,0.360,0.005
0.756,0.250,0.010
0.758,-0.010,0.020
0.760,0.185,0.025
0.762,0.065,0.035
0.764,-0.005,0.040
0.766,0.160,0.045
0.768,0.165,0.045
0.770,0.350,0.050
0.772,0.465,0.055
0.774,0.375,0.060
0.776,0.305,0.070
0.778,0.245,0.080
0.780,0.055,0.090
0.782,0.115,0.100
0.784,0.180,0.105
0.786,0.230,0.110
0.788,0.315,0.105
0.790,0.295,0.100
0.792,0.320,0.085
0.794,0.365,0.070
0.796,0.320,0.055
0.798,0.255,0.045
0.800,0.095,0.045
0.802,0.050,0.050
0.804,0.120,0.065
0.806,0.210,0.080
0.808,0.230,0.100
0.810,0.430,0.120
0.812,0.460,0.135
0.814,0.395,0.145
0.816,0.315,0.150
0.818,0.345,0.155
0.820,0.185,0.150
0.822,0.225,0.150
0.824,0.095,0.150
0.826,0.355,0.150
0.828,0.340,0.150
0.830,0.435,0.145
0.832,0.520,0.145
0.834,0.385,0.135
0.836,0.345,0.125
0.838,0.245,0.115
0.840,0.110,0.105
0.842,0.090,0.095
0.844,0.105,0.090
0.846,0.325,0.090
0.848,0.250,0.085
0.850,0.390,0.085
0.852,0.395,0.085
0.854,0.370,0.085
0.856,0.280,0.080
0.858,0.230,0.070
0.860,0.050,0.060
