'Elapsed time','ECG I','ECG I filtered'
'seconds','mV','mV'
0.000,-0.220,-0.140
0.002,-0.175,-0.055
0.004,-0.125,0.000
0.006,0.030,0.040
0.008,0.025,0.055
0.010,0.125,0.045
0.012,0.000,0.015
0.014,-0.130,-0.015
0.016,-0.350,-0.045
0.018,-0.235,-0.065
0.020,-0.160,-0.065
0.022,-0.115,-0.055
0.024,-0.100,-0.030
0.026,0.010,-0.010
0.028,0.065,0.010
0.030,0.055,0.020
0.032,-0.025,0.015
0.034,-0.115,0.000
0.036,-0.325,-0.020
0.038,-0.235,-0.035
0.040,-0.175,-0.045
0.042,-0.150,-0.045
0.044,-0.055,-0.035
0.046,0.020,-0.020
0.048,0.110,-0.005
0.050,0.110,0.005
0.052,-0.050,0.010
0.054,-0.155,0.010
0.056,-0.355,0.000
0.058,-0.215,-0.010
0.060,-0.175,-0.020
0.062,-0.160,-0.025
0.064,-0.020,-0.025
0.066,0.000,-0.015
0.068,0.105,-0.005
0.070,0.110,0.005
0.072,-0.025,0.015
0.074,-0.120,0.020
0.076,-0.345,0.015
0.078,-0.165,0.010
0.080,-0.175,0.005
0.082,-0.185,-0.005
0.084,-0.015,-0.010
0.086,0.025,-0.015
0.088,0.105,-0.015
0.090,0.105,-0.015
0.092,-0.025,-0.015
0.094,-0.165,-0.010
0.096,-0.325,-0.010
0.098,-0.280,-0.015
0.100,-0.205,-0.015
0.102,-0.145,-0.015
0.104,0.010,-0.015
0.106,0.070,-0.015
0.108,0.075,-0.015
0.110,0.055,-0.010
0.112,-0.065,-0.010
0.114,-0.175,-0.005
0.116,-0.335,-0.005
0.118,-0.205,-0.005
0.120,-0.190,-0.010
0.122,-0.145,-0.010
0.124,-0.040,-0.010
0.126,-0.010,-0.010
0.128,0.125,-0.010
0.130,0.085,-0.010
0.132,-0.035,-0.010
0.134,-0.205,-0.010
0.136,-0.370,-0.010
0.138,-0.205,-0.015
0.140,-0.145,-0.015
0.142,-0.125,-0.020
0.144,-0.065,-0.025
0.146,-0.010,-0.030
0.148,0.105,-0.030
0.150,0.080,-0.025
0.152,-0.040,-0.020
0.154,-0.245,-0.015
0.156,-0.365,-0.010
0.158,-0.180,-0.010
0.160,-0.180,-0.010
0.162,-0.125,-0.010
0.164,-0.045,-0.010
0.166,0.000,-0.010
0.168,0.145,-0.010
0.170,0.050,-0.005
0.172,-0.045,0.000
0.174,-0.190,0.005
0.176,-0.320,0.015
0.178,-0.170,0.020
0.180,-0.135,0.025
0.182,-0.110,0.025
0.184,0.015,0.025
0.186,0.055,0.020
0.188,0.225,0.020
0.190,0.090,0.015
0.192,-0.030,0.020
0.194,-0.220,0.020
0.196,-0.305,0.025
0.198,-0.185,0.030
0.200,-0.075,0.035
0.202,0.000,0.040
0.204,0.055,0.040
0.206,0.010,0.035
0.208,0.210,0.030
0.210,0.040,0.025
0.212,0.000,0.020
0.214,-0.235,0.010
0.216,-0.260,0.005
0.218,-0.135,0.000
0.220,-0.175,-0.005
0.222,-0.085,-0.010
0.224,-0.050,-0.015
0.226,-0.040,-0.025
0.228,0.105,-0.030
0.230,-0.010,-0.040
0.232,-0.100,-0.045
0.234,-0.265,-0.045
0.236,-0.310,-0.045
0.238,-0.200,-0.040
0.240,-0.160,-0.040
0.242,-0.115,-0.035
0.244,-0.080,-0.040
0.246,-0.065,-0.040
0.248,0.100,-0.050
0.250,-0.025,-0.055
0.252,-0.085,-0.065
0.254,-0.320,-0.070
0.256,-0.300,-0.070
0.258,-0.215,-0.065
0.260,-0.200,-0.065
0.262,-0.115,-0.060
0.264,-0.015,-0.055
0.266,-0.025,-0.055
0.268,0.095,-0.060
0.270,-0.095,-0.065
0.272,-0.135,-0.070
0.274,-0.350,-0.070
0.276,-0.290,-0.075
0.278,-0.195,-0.070
0.280,-0.150,-0.065
0.282,-0.135,-0.055
0.284,-0.055,-0.050
0.286,-0.015,-0.045
0.288,0.100,-0.045
0.290,-0.035,-0.050
0.292,-0.080,-0.055
0.294,-0.350,-0.065
0.296,-0.260,-0.070
0.298,-0.205,-0.070
0.300,-0.215,-0.070
0.302,-0.135,-0.065
0.304,-0.100,-0.060
0.306,0.015,-0.060
0.308,0.110,-0.060
0.310,-0.060,-0.075
0.312,-0.175,-0.090
0.314,-0.415,-0.110
0.316,-0.330,-0.130
0.318,-0.310,-0.145
0.320,-0.285,-0.140
0.322,-0.180,-0.125
0.324,-0.100,-0.085
0.326,0.055,-0.025
0.328,0.205,0.055
0.330,0.165,0.140
0.332,0.185,0.240
0.334,0.070,0.335
0.336,0.215,0.430
0.338,0.385,0.515
0.340,0.455,0.585
0.342,0.595,0.635
0.344,0.770,0.670
0.346,0.860,0.680
0.348,0.815,0.660
0.350,0.605,0.620
0.352,0.435,0.555
0.354,0.160,0.470
0.356,0.140,0.370
0.358,0.075,0.270
0.360,-0.020,0.170
0.362,0.040,0.085
0.364,0.020,0.015
0.366,0.100,-0.030
0.368,0.090,-0.055
0.370,-0.085,-0.065
0.372,-0.195,-0.060
0.374,-0.390,-0.055
0.376,-0.230,-0.045
0.378,-0.220,-0.040
0.380,-0.180,-0.045
0.382,-0.065,-0.045
0.384,-0.055,-0.050
0.386,0.095,-0.055
0.388,0.065,-0.050
0.390,-0.075,-0.045
0.392,-0.205,-0.035
0.394,-0.385,-0.025
0.396,-0.190,-0.015
0.398,-0.170,-0.015
0.400,-0.145,-0.020
0.402,0.010,-0.035
0.404,-0.070,-0.050
0.406,0.070,-0.060
0.408,0.065,-0.070
0.410,-0.095,-0.070
0.412,-0.245,-0.065
0.414,-0.335,-0.050
0.416,-0.200,-0.035
0.418,-0.170,-0.015
0.420,-0.120,-0.005
0.422,-0.040,0.000
0.424,-0.005,0.000
0.426,0.125,-0.010
0.428,0.100,-0.015
0.430,-0.035,-0.025
0.432,-0.235,-0.030
0.434,-0.370,-0.030
0.436,-0.225,-0.030
0.438,-0.195,-0.025
0.440,-0.130,-0.025
0.442,0.000,-0.020
0.444,0.030,-0.020
0.446,0.100,-0.020
0.448,0.055,-0.020
0.450,-0.070,-0.020
0.452,-0.160,-0.020
0.454,-0.325,-0.020
0.456,-0.160,-0.020
0.458,-0.235,-0.015
0.460,-0.160,-0.015
0.462,-0.025,-0.020
0.464,0.000,-0.020
0.466,0.165,-0.020
0.468,0.090,-0.020
0.470,-0.055,-0.015
0.472,-0.200,-0.005
0.474,-0.310,0.000
0.476,-0.165,0.005
0.478,-0.180,0.010
0.480,-0.115,0.005
0.482,-0.010,0.000
0.484,-0.005,-0.010
0.486,0.145,-0.020
0.488,0.070,-0.025
0.490,-0.045,-0.025
0.492,-0.260,-0.025
0.494,-0.320,-0.015
0.496,-0.185,-0.005
0.498,-0.160,0.005
0.500,-0.070,0.015
0.502,0.005,0.015
0.504,0.000,0.015
0.506,0.170,0.015
0.508,0.090,0.010
0.510,-0.025,0.005
0.512,-0.225,0.005
0.514,-0.275,0.010
0.516,-0.130,0.020
0.518,-0.150,0.025
0.520,-0.065,0.035
0.522,0.030,0.040
0.524,0.045,0.040
0.526,0.215,0.040
0.528,0.080,0.035
0.530,-0.015,0.035
0.532,-0.260,0.030
0.534,-0.210,0.030
0.536,-0.095,0.035
0.538,-0.090,0.040
0.540,-0.045,0.040
0.542,0.010,0.045
0.544,0.070,0.050
0.546,0.235,0.055
0.548,0.095,0.060
0.550,-0.015,0.065
0.552,-0.205,0.070
0.554,-0.115,0.080
0.556,-0.055,0.090
0.558,-0.060,0.095
0.560,0.000,0.095
0.562,0.070,0.095
0.564,0.160,0.090
0.566,0.240,0.085
0.568,0.105,0.080
0.570,0.020,0.080
0.572,-0.190,0.080
0.574,-0.140,0.090
0.576,-0.055,0.100
0.578,-0.015,0.115
0.580,0.035,0.130
0.582,0.115,0.140
0.584,0.160,0.140
0.586,0.275,0.140
0.588,0.155,0.130
0.590,0.075,0.120
0.592,-0.165,0.110
0.594,-0.095,0.100
0.596,-0.075,0.100
0.598,-0.010,0.105
0.600,0.055,0.110
0.602,0.160,0.120
0.604,0.155,0.125
0.606,0.255,0.135
0.608,0.145,0.140
0.610,0.065,0.140
0.612,-0.180,0.135
0.614,-0.085,0.130
0.616,0.005,0.125
0.618,0.005,0.115
0.620,0.065,0.110
0.622,0.075,0.100
0.624,0.140,0.090
0.626,0.225,0.080
0.628,0.075,0.075
0.630,0.020,0.070
0.632,-0.215,0.065
0.634,-0.115,0.065
0.636,-0.130,0.065
0.638,-0.060,0.065
0.640,0.005,0.065
0.642,0.035,0.060
0.644,0.140,0.055
0.646,0.195,0.040
0.648,0.060,0.030
0.650,-0.055,0.020
0.652,-0.305,0.005
0.654,-0.265,0.000
0.656,-0.160,-0.005
0.658,-0.125,-0.010
0.660,-0.070,-0.010
0.662,0.020,-0.010
0.664,0.115,-0.010
0.666,0.150,-0.010
0.668,-0.010,-0.010
0.670,-0.140,-0.015
0.672,-0.360,-0.015
0.674,-0.215,-0.015
0.676,-0.165,-0.015
0.678,-0.160,-0.015
0.680,-0.040,-0.015
0.682,-0.005,-0.015
0.684,0.150,-0.020
0.686,0.105,-0.025
0.688,-0.105,-0.035
0.690,-0.150,-0.040
0.692,-0.350,-0.050
0.694,-0.290,-0.055
0.696,-0.195,-0.055
0.698,-0.160,-0.050
0.700,-0.040,-0.045
0.702,-0.020,-0.040
0.704,0.095,-0.035
0.706,0.075,-0.030
0.708,-0.025,-0.030
0.710,-0.190,-0.030
0.712,-0.370,-0.030
0.714,-0.255,-0.035
0.716,-0.185,-0.040
0.718,-0.135,-0.045
0.720,-0.065,-0.045
0.722,-0.030,-0.045
0.724,0.080,-0.040
0.726,0.045,-0.035
0.728,-0.065,-0.030
0.730,-0.225,-0.025
0.732,-0.335,-0.020
0.734,-0.190,-0.020
0.736,-0.220,-0.025
0.738,-0.105,-0.030
0.740,-0.020,-0.035
0.742,0.020,-0.045
0.744,0.055,-0.045
0.746,0.040,-0.045
0.748,-0.085,-0.045
0.750,-0.230,-0.040
0.752,-0.390,-0.035
0.754,-0.200,-0.030
0.756,-0.170,-0.025
0.758,-0.120,-0.020
0.760,-0.050,-0.020
0.762,-0.050,-0.020
0.764,0.140,-0.020
0.766,0.070,-0.020
0.768,-0.060,-0.020
0.770,-0.220,-0.020
0.772,-0.335,-0.020
0.774,-0.200,-0.020
0.776,-0.185,-0.020
0.778,-0.135,-0.020
0.780,-0.050,-0.025
0.782,-0.025,-0.025
