'Elapsed time','ECG I','ECG I filtered'
'seconds','mV','mV'
0.000,-0.080,-0.040
0.002,-0.080,-0.025
0.004,-0.035,-0.010
0.006,0.015,0.005
0.008,0.005,0.015
0.010,-0.020,0.025
0.012,-0.040,0.030
0.014,-0.055,0.030
0.016,-0.015,0.025
0.018,-0.030,0.015
0.020,-0.035,0.000
0.022,-0.100,-0.015
0.024,-0.070,-0.030
0.026,-0.045,-0.035
0.028,-0.070,-0.040
0.030,-0.045,-0.035
0.032,-0.070,-0.030
0.034,-0.090,-0.020
0.036,-0.030,-0.010
0.038,-0.040,-0.005
0.040,-0.075,0.000
0.042,-0.095,-0.005
0.044,-0.125,-0.010
0.046,-0.025,-0.020
0.048,-0.030,-0.025
0.050,-0.070,-0.030
0.052,-0.060,-0.025
0.054,-0.070,-0.020
0.056,-0.045,-0.010
0.058,-0.060,0.000
0.060,-0.095,0.005
0.062,-0.015,0.005
0.064,-0.005,0.000
0.066,-0.060,-0.005
0.068,-0.120,-0.020
0.070,-0.115,-0.030
0.072,-0.075,-0.035
0.074,-0.075,-0.040
0.076,-0.050,-0.040
0.078,-0.065,-0.030
0.080,-0.090,-0.020
0.082,-0.040,-0.010
0.084,-0.055,0.000
0.086,-0.060,0.005
0.088,-0.060,0.005
0.090,-0.100,0.000
0.092,-0.100,-0.010
0.094,-0.090,-0.020
0.096,-0.025,-0.025
0.098,-0.055,-0.035
0.100,-0.065,-0.040
0.102,-0.075,-0.045
0.104,-0.065,-0.050
0.106,-0.060,-0.050
0.108,-0.125,-0.050
0.110,-0.100,-0.050
0.112,-0.115,-0.050
0.114,-0.100,-0.055
0.116,-0.080,-0.055
0.118,-0.085,-0.055
0.120,-0.120,-0.060
0.122,-0.090,-0.060
0.124,-0.095,-0.060
0.126,-0.100,-0.055
0.128,-0.115,-0.055
0.130,-0.070,-0.050
0.132,-0.115,-0.045
0.134,-0.085,-0.045
0.136,-0.080,-0.040
0.138,-0.060,-0.040
0.140,-0.100,-0.045
0.142,-0.110,-0.050
0.144,-0.085,-0.055
0.146,-0.100,-0.060
0.148,-0.155,-0.070
0.150,-0.115,-0.070
0.152,-0.120,-0.075
0.154,-0.140,-0.070
0.156,-0.115,-0.070
0.158,-0.110,-0.060
0.160,-0.115,-0.055
0.162,-0.045,-0.050
0.164,-0.100,-0.045
0.166,-0.075,-0.045
0.168,-0.105,-0.045
0.170,-0.100,-0.050
0.172,-0.095,-0.050
0.174,-0.105,-0.055
0.176,-0.130,-0.055
0.178,-0.100,-0.055
0.180,-0.125,-0.055
0.182,-0.080,-0.050
0.184,-0.080,-0.050
0.186,-0.095,-0.050
0.188,-0.105,-0.055
0.190,-0.130,-0.060
0.192,-0.130,-0.065
0.194,-0.135,-0.075
0.196,-0.150,-0.080
0.198,-0.125,-0.085
0.200,-0.095,-0.085
0.202,-0.060,-0.085
0.204,-0.110,-0.080
0.206,-0.100,-0.075
0.208,-0.140,-0.075
0.210,-0.120,-0.070
0.212,-0.085,-0.070
0.214,-0.155,-0.070
0.216,-0.135,-0.070
0.218,-0.100,-0.070
0.220,-0.100,-0.070
0.222,-0.110,-0.070
0.224,-0.075,-0.070
0.226,-0.095,-0.065
0.228,-0.115,-0.065
0.230,-0.100,-0.065
0.232,-0.110,-0.065
0.234,-0.145,-0.065
0.236,-0.155,-0.065
0.238,-0.120,-0.065
0.240,-0.125,-0.070
0.242,-0.080,-0.070
0.244,-0.085,-0.070
0.246,-0.080,-0.070
0.248,-0.110,-0.070
0.250,-0.125,-0.065
0.252,-0.100,-0.060
0.254,-0.075,-0.060
0.256,-0.105,-0.055
0.258,-0.115,-0.050
0.260,-0.135,-0.050
0.262,-0.105,-0.050
0.264,-0.095,-0.050
0.266,-0.115,-0.055
0.268,-0.080,-0.060
0.270,-0.090,-0.065
0.272,-0.135,-0.070
0.274,-0.110,-0.070
0.276,-0.090,-0.070
0.278,-0.115,-0.065
0.280,-0.130,-0.060
0.282,-0.105,-0.055
0.284,-0.080,-0.050
0.286,-0.090,-0.045
0.288,-0.090,-0.045
0.290,-0.075,-0.045
0.292,-0.110,-0.045
0.294,-0.115,-0.050
0.296,-0.075,-0.055
0.298,-0.120,-0.055
0.300,-0.100,-0.055
0.302,-0.070,-0.055
0.304,-0.090,-0.055
0.306,-0.100,-0.050
0.308,-0.120,-0.050
0.310,-0.135,-0.055
0.312,-0.120,-0.055
0.314,-0.100,-0.060
0.316,-0.115,-0.065
0.318,-0.055,-0.070
0.320,-0.105,-0.075
0.322,-0.095,-0.075
0.324,-0.115,-0.070
0.326,-0.125,-0.070
0.328,-0.110,-0.065
0.330,-0.120,-0.060
0.332,-0.115,-0.055
0.334,-0.065,-0.050
0.336,-0.050,-0.050
0.338,-0.120,-0.045
0.340,-0.130,-0.045
0.342,-0.075,-0.045
0.344,-0.075,-0.040
0.346,-0.055,-0.040
0.348,-0.065,-0.035
0.350,-0.075,-0.030
0.352,-0.080,-0.025
0.354,-0.080,-0.025
0.356,-0.100,-0.020
0.358,-0.055,-0.020
0.360,-0.100,-0.020
0.362,-0.105,-0.020
0.364,-0.045,-0.025
0.366,-0.015,-0.025
0.368,-0.010,-0.030
0.370,-0.100,-0.035
0.372,-0.125,-0.040
0.374,-0.120,-0.045
0.376,-0.105,-0.055
0.378,-0.135,-0.060
0.380,-0.095,-0.065
0.382,-0.075,-0.070
0.384,-0.095,-0.070
0.386,-0.075,-0.065
0.388,-0.060,-0.060
0.390,-0.120,-0.050
0.392,-0.085,-0.045
0.394,-0.080,-0.035
0.396,-0.120,-0.030
0.398,-0.090,-0.030
0.400,-0.080,-0.030
0.402,-0.070,-0.035
0.404,-0.105,-0.045
0.406,-0.060,-0.050
0.408,-0.110,-0.060
0.410,-0.135,-0.065
0.412,-0.130,-0.075
0.414,-0.080,-0.080
0.416,-0.140,-0.085
