'Elapsed time','ECG I','ECG I filtered'
'seconds','mV','mV'
0.000,-0.255,-0.095
0.002,-0.230,-0.020
0.004,-0.165,0.030
0.006,-0.085,0.065
0.008,-0.095,0.080
0.010,0.050,0.070
0.012,0.035,0.045
0.014,-0.150,0.010
0.016,-0.275,-0.025
0.018,-0.440,-0.045
0.020,-0.230,-0.055
0.022,-0.240,-0.050
0.024,-0.175,-0.030
0.026,-0.130,-0.005
0.028,-0.050,0.020
0.030,0.060,0.035
0.032,0.000,0.045
0.034,-0.115,0.040
0.036,-0.225,0.030
0.038,-0.435,0.015
0.040,-0.225,0.000
0.042,-0.230,-0.010
0.044,-0.195,-0.015
0.046,-0.085,-0.010
0.048,-0.060,0.000
0.050,0.060,0.010
0.052,0.015,0.020
0.054,-0.080,0.025
0.056,-0.355,0.025
0.058,-0.435,0.020
0.060,-0.210,0.010
0.062,-0.195,0.000
0.064,-0.140,-0.005
0.066,-0.125,-0.010
0.068,-0.070,-0.010
0.070,0.005,-0.005
0.072,-0.035,0.000
0.074,-0.125,0.000
0.076,-0.295,0.000
0.078,-0.415,0.000
0.080,-0.270,0.000
0.082,-0.250,-0.005
0.084,-0.145,-0.005
0.086,-0.045,-0.005
0.088,-0.035,0.000
0.090,0.030,0.010
0.092,0.030,0.015
0.094,-0.085,0.025
0.096,-0.280,0.030
0.098,-0.445,0.035
0.100,-0.245,0.030
0.102,-0.215,0.025
0.104,-0.140,0.020
0.106,-0.080,0.010
0.108,-0.075,0.005
0.110,0.095,0.000
0.112,-0.040,0.005
0.114,-0.100,0.010
0.116,-0.290,0.020
0.118,-0.390,0.025
0.120,-0.210,0.030
0.122,-0.230,0.035
0.124,-0.165,0.030
0.126,-0.035,0.020
0.128,-0.035,0.010
0.130,0.075,-0.005
0.132,-0.045,-0.010
0.134,-0.190,-0.015
0.136,-0.325,-0.015
0.138,-0.385,-0.005
0.140,-0.240,0.005
0.142,-0.225,0.015
0.144,-0.145,0.020
0.146,-0.105,0.020
0.148,-0.095,0.015
0.150,0.080,0.005
0.152,-0.015,-0.010
0.154,-0.085,-0.020
0.156,-0.375,-0.030
0.158,-0.380,-0.030
0.160,-0.285,-0.030
0.162,-0.260,-0.020
0.164,-0.165,-0.010
0.166,-0.110,-0.005
0.168,-0.080,0.000
0.170,0.050,0.000
0.172,-0.045,-0.005
0.174,-0.135,-0.015
0.176,-0.405,-0.025
0.178,-0.330,-0.035
0.180,-0.275,-0.040
0.182,-0.310,-0.045
0.184,-0.195,-0.040
0.186,-0.120,-0.040
0.188,-0.090,-0.035
0.190,0.050,-0.030
0.192,-0.100,-0.030
0.194,-0.225,-0.030
0.196,-0.415,-0.035
0.198,-0.345,-0.035
0.200,-0.245,-0.035
0.202,-0.265,-0.030
0.204,-0.215,-0.025
0.206,-0.050,-0.015
0.208,-0.020,-0.010
0.210,0.050,-0.005
0.212,-0.055,0.000
0.214,-0.210,0.000
0.216,-0.435,-0.005
0.218,-0.335,-0.005
0.220,-0.205,-0.010
0.222,-0.225,-0.010
0.224,-0.140,-0.010
0.226,-0.085,-0.005
0.228,0.005,0.005
0.230,0.040,0.010
0.232,-0.075,0.020
0.234,-0.105,0.025
0.236,-0.360,0.030
0.238,-0.300,0.030
0.240,-0.200,0.030
0.242,-0.105,0.025
0.244,-0.095,0.025
0.246,-0.025,0.020
0.248,-0.005,0.020
0.250,0.075,0.020
0.252,-0.060,0.025
0.254,-0.155,0.030
0.256,-0.405,0.040
0.258,-0.220,0.040
0.260,-0.200,0.045
0.262,-0.160,0.045
0.264,-0.130,0.040
0.266,-0.085,0.030
0.268,0.045,0.020
0.270,0.075,0.015
0.272,-0.045,0.005
0.274,-0.200,0.000
0.276,-0.440,-0.005
0.278,-0.300,-0.010
0.280,-0.250,-0.010
0.282,-0.250,-0.015
0.284,-0.130,-0.020
0.286,-0.060,-0.025
0.288,0.000,-0.030
0.290,0.045,-0.035
0.292,-0.190,-0.040
0.294,-0.195,-0.040
0.296,-0.450,-0.035
0.298,-0.365,-0.030
0.300,-0.245,-0.025
0.302,-0.230,-0.020
0.304,-0.145,-0.020
0.306,-0.080,-0.020
0.308,0.010,-0.025
0.310,0.005,-0.030
0.312,-0.135,-0.040
0.314,-0.305,-0.040
0.316,-0.455,-0.040
0.318,-0.330,-0.035
0.320,-0.225,-0.030
0.322,-0.200,-0.025
0.324,-0.135,-0.020
0.326,-0.140,-0.020
0.328,-0.010,-0.025
0.330,-0.045,-0.035
0.332,-0.140,-0.050
0.334,-0.310,-0.065
0.336,-0.480,-0.070
0.338,-0.345,-0.075
0.340,-0.300,-0.070
0.342,-0.265,-0.065
0.344,-0.140,-0.055
0.346,-0.115,-0.045
0.348,0.015,-0.035
0.350,-0.030,-0.030
0.352,-0.140,-0.030
0.354,-0.320,-0.030
0.356,-0.480,-0.030
0.358,-0.300,-0.025
0.360,-0.255,-0.025
0.362,-0.210,-0.020
0.364,-0.130,-0.020
0.366,-0.090,-0.020
0.368,0.060,-0.030
0.370,-0.050,-0.045
0.372,-0.215,-0.065
0.374,-0.385,-0.085
0.376,-0.550,-0.110
0.378,-0.395,-0.125
0.380,-0.260,-0.130
0.382,-0.355,-0.115
0.384,-0.240,-0.090
0.386,-0.090,-0.040
0.388,0.110,0.020
0.390,0.155,0.090
0.392,0.080,0.170
0.394,-0.060,0.250
0.396,-0.075,0.320
0.398,0.135,0.385
0.400,0.210,0.435
0.402,0.340,0.475
0.404,0.415,0.495
0.406,0.510,0.495
0.408,0.600,0.480
0.410,0.445,0.445
0.412,0.205,0.395
0.414,0.005,0.330
0.416,-0.115,0.255
0.418,-0.075,0.175
0.420,-0.205,0.100
0.422,-0.205,0.030
0.424,-0.125,-0.030
0.426,-0.155,-0.070
0.428,-0.020,-0.095
0.430,-0.095,-0.100
0.432,-0.230,-0.095
0.434,-0.410,-0.085
0.436,-0.490,-0.070
0.438,-0.315,-0.060
0.440,-0.305,-0.050
0.442,-0.230,-0.050
0.444,-0.125,-0.055
0.446,-0.135,-0.060
0.448,0.045,-0.065
0.450,-0.130,-0.065
0.452,-0.165,-0.060
0.454,-0.410,-0.055
0.456,-0.385,-0.045
0.458,-0.270,-0.035
0.460,-0.275,-0.025
0.462,-0.185,-0.020
0.464,-0.130,-0.020
0.466,-0.135,-0.020
0.468,0.065,-0.025
0.470,-0.070,-0.030
0.472,-0.165,-0.030
0.474,-0.405,-0.030
0.476,-0.395,-0.025
0.478,-0.230,-0.020
0.480,-0.180,-0.015
0.482,-0.185,-0.010
0.484,-0.145,-0.010
0.486,-0.090,-0.015
0.488,0.090,-0.020
0.490,-0.085,-0.025
0.492,-0.155,-0.030
0.494,-0.390,-0.035
0.496,-0.360,-0.030
0.498,-0.270,-0.030
0.500,-0.230,-0.025
0.502,-0.180,-0.025
0.504,-0.140,-0.025
0.506,-0.095,-0.030
0.508,0.010,-0.035
0.510,-0.110,-0.035
0.512,-0.180,-0.040
0.514,-0.395,-0.040
0.516,-0.350,-0.035
0.518,-0.245,-0.025
0.520,-0.195,-0.010
0.522,-0.175,0.000
0.524,-0.065,0.005
0.526,-0.035,0.010
0.528,0.085,0.010
0.530,-0.090,0.000
0.532,-0.155,-0.010
