'Elapsed time','ECG I','ECG I filtered'
'seconds','mV','mV'
0.000,0.140,-0.155
0.002,0.175,-0.090
0.004,0.285,-0.050
0.006,0.380,-0.025
0.008,0.400,-0.015
0.010,0.400,-0.025
0.012,0.270,-0.045
0.014,0.120,-0.070
0.016,0.095,-0.090
0.018,0.055,-0.095
0.020,0.170,-0.090
0.022,0.190,-0.070
0.024,0.350,-0.050
0.026,0.385,-0.035
0.028,0.430,-0.030
0.030,0.360,-0.030
0.032,0.275,-0.045
0.034,0.120,-0.065
0.036,0.085,-0.080
0.038,0.040,-0.095
0.040,0.105,-0.095
0.042,0.205,-0.085
0.044,0.410,-0.070
0.046,0.385,-0.050
0.048,0.430,-0.035
0.050,0.370,-0.025
0.052,0.250,-0.025
0.054,0.115,-0.030
0.056,0.115,-0.040
0.058,0.100,-0.055
0.060,0.185,-0.060
0.062,0.270,-0.060
0.064,0.360,-0.055
0.066,0.435,-0.045
0.068,0.485,-0.030
0.070,0.445,-0.020
0.072,0.275,-0.015
0.074,0.140,-0.010
0.076,0.110,-0.015
0.078,0.120,-0.025
0.080,0.130,-0.030
0.082,0.255,-0.040
0.084,0.430,-0.040
0.086,0.535,-0.040
0.088,0.500,-0.040
0.090,0.300,-0.035
0.092,0.205,-0.035
0.094,0.165,-0.035
0.096,0.120,-0.035
0.098,0.165,-0.040
0.100,0.130,-0.050
0.102,0.280,-0.055
0.104,0.370,-0.060
0.106,0.415,-0.065
0.108,0.465,-0.065
0.110,0.325,-0.070
0.112,0.195,-0.070
0.114,0.045,-0.070
0.116,0.060,-0.070
0.118,0.125,-0.065
0.120,0.135,-0.060
0.122,0.315,-0.055
0.124,0.410,-0.050
0.126,0.400,-0.045
0.128,0.485,-0.040
0.130,0.335,-0.040
0.132,0.210,-0.045
0.134,0.120,-0.055
0.136,0.060,-0.065
0.138,0.040,-0.075
0.140,0.110,-0.080
0.142,0.280,-0.075
0.144,0.395,-0.070
0.146,0.520,-0.060
0.148,0.455,-0.045
0.150,0.315,-0.030
0.152,0.290,-0.020
0.154,0.145,-0.010
0.156,0.110,-0.005
0.158,0.095,0.005
0.160,0.165,0.020
0.162,0.445,0.045
0.164,0.535,0.085
0.166,0.625,0.140
0.168,0.755,0.215
0.170,0.780,0.300
0.172,0.670,0.390
0.174,0.670,0.470
0.176,0.695,0.535
0.178,0.745,0.570
0.180,0.880,0.565
0.182,0.935,0.530
0.184,0.925,0.455
0.186,0.795,0.350
0.188,0.685,0.230
0.190,0.490,0.100
0.192,0.205,-0.030
0.194,0.020,-0.145
0.196,-0.170,-0.240
0.198,-0.260,-0.310
0.200,-0.110,-0.355
0.202,0.015,-0.375
0.204,0.120,-0.380
0.206,0.170,-0.365
0.208,0.130,-0.345
0.210,0.075,-0.320
0.212,-0.060,-0.290
0.214,-0.090,-0.265
0.216,-0.115,-0.240
0.218,-0.035,-0.215
0.220,0.105,-0.190
0.222,0.220,-0.165
0.224,0.390,-0.135
0.226,0.420,-0.105
0.228,0.425,-0.080
0.230,0.305,-0.050
0.232,0.240,-0.030
0.234,0.175,-0.015
0.236,0.110,-0.010
0.238,0.155,-0.010
0.240,0.230,-0.010
0.242,0.390,-0.020
0.244,0.470,-0.025
0.246,0.510,-0.025
0.248,0.460,-0.025
0.250,0.395,-0.020
0.252,0.180,-0.010
0.254,0.150,0.000
0.256,0.100,0.010
0.258,0.220,0.020
0.260,0.340,0.025
0.262,0.460,0.030
0.264,0.505,0.025
0.266,0.560,0.025
0.268,0.480,0.025
0.270,0.365,0.025
0.272,0.265,0.030
0.274,0.170,0.035
0.276,0.095,0.040
0.278,0.280,0.045
0.280,0.340,0.045
0.282,0.460,0.045
0.284,0.525,0.040
0.286,0.560,0.040
0.288,0.535,0.035
0.290,0.425,0.030
0.292,0.200,0.030
0.294,0.180,0.035
0.296,0.135,0.040
0.298,0.255,0.045
0.300,0.410,0.050
0.302,0.510,0.055
0.304,0.520,0.060
0.306,0.570,0.060
0.308,0.540,0.060
0.310,0.450,0.055
0.312,0.270,0.060
0.314,0.245,0.060
0.316,0.220,0.060
0.318,0.270,0.065
0.320,0.390,0.070
0.322,0.575,0.075
0.324,0.570,0.080
0.326,0.570,0.085
0.328,0.530,0.090
0.330,0.430,0.095
0.332,0.295,0.100
0.334,0.310,0.110
0.336,0.260,0.120
0.338,0.360,0.135
0.340,0.510,0.145
0.342,0.650,0.155
0.344,0.635,0.165
0.346,0.690,0.170
0.348,0.610,0.170
0.350,0.455,0.170
0.352,0.380,0.170
0.354,0.385,0.170
0.356,0.280,0.170
0.358,0.430,0.170
0.360,0.495,0.170
0.362,0.620,0.175
0.364,0.690,0.180
0.366,0.720,0.180
0.368,0.660,0.185
0.370,0.475,0.185
0.372,0.395,0.185
0.374,0.370,0.180
0.376,0.320,0.180
0.378,0.430,0.175
0.380,0.550,0.170
0.382,0.665,0.165
0.384,0.615,0.165
0.386,0.690,0.165
0.388,0.610,0.165
0.390,0.435,0.165
0.392,0.375,0.165
0.394,0.365,0.165
0.396,0.310,0.165
0.398,0.400,0.160
0.400,0.545,0.155
0.402,0.620,0.145
