'Elapsed time','ECG I','ECG I filtered'
'seconds','mV','mV'
0.000,0.020,0.135
0.002,-0.040,0.060
0.004,-0.145,0.010
0.006,-0.245,-0.030
0.008,-0.165,-0.045
0.010,-0.260,-0.045
0.012,-0.190,-0.030
0.014,-0.035,-0.010
0.016,-0.025,0.010
0.018,-0.005,0.020
0.020,-0.005,0.025
0.022,-0.075,0.015
0.024,-0.180,0.000
0.026,-0.265,-0.015
0.028,-0.280,-0.025
0.030,-0.230,-0.030
0.032,-0.150,-0.025
0.034,-0.040,-0.010
0.036,0.045,0.005
0.038,0.115,0.020
0.040,-0.005,0.030
0.042,-0.100,0.030
0.044,-0.225,0.030
0.046,-0.250,0.025
0.048,-0.255,0.015
0.050,-0.220,0.005
0.052,-0.125,0.000
0.054,0.020,0.000
0.056,0.040,0.000
0.058,0.055,0.005
0.060,-0.020,0.010
0.062,-0.070,0.010
0.064,-0.235,0.015
0.066,-0.265,0.015
0.068,-0.245,0.010
0.070,-0.205,0.010
0.072,-0.130,0.005
0.074,0.005,0.005
0.076,-0.010,0.000
0.078,0.045,0.000
0.080,0.025,-0.005
0.082,-0.095,-0.005
0.084,-0.240,-0.005
0.086,-0.295,-0.005
0.088,-0.310,-0.005
0.090,-0.285,-0.005
0.092,-0.095,-0.005
0.094,0.015,-0.005
0.096,0.025,-0.005
0.098,0.010,-0.005
0.100,-0.045,-0.005
0.102,-0.100,-0.010
0.104,-0.270,-0.010
0.106,-0.275,-0.010
0.108,-0.255,-0.010
0.110,-0.245,-0.010
0.112,-0.120,-0.010
0.114,0.010,-0.005
0.116,0.040,-0.005
0.118,0.050,-0.010
0.120,-0.060,-0.010
0.122,-0.135,-0.020
0.124,-0.290,-0.025
0.126,-0.325,-0.030
0.128,-0.305,-0.035
0.130,-0.200,-0.040
0.132,-0.145,-0.035
0.134,0.000,-0.030
0.136,0.045,-0.015
0.138,0.030,-0.005
0.140,-0.010,0.005
0.142,-0.120,0.015
0.144,-0.240,0.015
0.146,-0.350,0.015
0.148,-0.280,0.005
0.150,-0.215,-0.005
0.152,-0.135,-0.020
0.154,-0.010,-0.035
0.156,-0.020,-0.045
0.158,0.005,-0.045
0.160,-0.045,-0.045
0.162,-0.145,-0.040
0.164,-0.290,-0.030
0.166,-0.295,-0.020
0.168,-0.295,-0.015
0.170,-0.245,-0.010
0.172,-0.120,-0.010
0.174,0.010,-0.010
0.176,0.020,-0.020
0.178,-0.015,-0.025
0.180,-0.075,-0.030
0.182,-0.120,-0.035
0.184,-0.270,-0.035
0.186,-0.320,-0.030
0.188,-0.335,-0.020
0.190,-0.225,-0.015
0.192,-0.140,-0.010
0.194,-0.020,-0.010
0.196,0.025,-0.010
0.198,0.025,-0.015
0.200,-0.095,-0.020
0.202,-0.210,-0.025
0.204,-0.275,-0.030
0.206,-0.325,-0.025
0.208,-0.305,-0.025
0.210,-0.190,-0.020
0.212,-0.085,-0.015
0.214,-0.035,-0.010
0.216,-0.005,-0.010
0.218,-0.045,-0.015
0.220,-0.070,-0.020
0.222,-0.205,-0.025
0.224,-0.250,-0.030
0.226,-0.330,-0.035
0.228,-0.345,-0.040
0.230,-0.250,-0.040
0.232,-0.090,-0.035
0.234,-0.010,-0.030
0.236,0.035,-0.025
0.238,-0.020,-0.015
0.240,-0.065,-0.015
0.242,-0.215,-0.010
0.244,-0.300,-0.010
0.246,-0.355,-0.010
0.248,-0.290,-0.015
0.250,-0.200,-0.015
0.252,-0.100,-0.020
0.254,-0.050,-0.025
0.256,0.020,-0.025
0.258,-0.015,-0.030
0.260,-0.075,-0.030
0.262,-0.220,-0.030
0.264,-0.310,-0.030
0.266,-0.350,-0.025
0.268,-0.285,-0.025
0.270,-0.245,-0.025
0.272,-0.075,-0.025
0.274,-0.015,-0.025
0.276,0.035,-0.030
0.278,-0.035,-0.030
0.280,-0.075,-0.035
0.282,-0.280,-0.035
0.284,-0.345,-0.030
0.286,-0.270,-0.030
0.288,-0.300,-0.020
0.290,-0.230,-0.015
0.292,-0.050,-0.010
0.294,-0.020,-0.005
0.296,0.010,0.000
0.298,-0.040,0.000
