0,0
0.006294247,2
0.256351643,307
0.350077114,324
0.383750581,296
0.44006231,287
0.478631886,314
0.501091732,308
0.550022741,296
0.589691063,315
0.629162152,317
0.669351761,293
0.68627736,319
0.729565668,332
0.756969259,301
0.806431133,325
0.824326892,399
0.848748493,453
0.87522358,537
0.898467159,610
0.926569503,570
0.950121063,473
0.975798543,376
1.001903966,313
1.028385184,295
1.176466366,332
1.24616575,333
1.295242903,314
1.339400781,341
1.380955409,351
1.458768063,315
1.496192499,323
1.532717626,339
1.569823539,323
1.589540915,328
1.635943293,353
1.67224623,332
1.692236409,320
1.740892955,353
1.788373721,348
1.829187238,327
1.848967849,348
1.878802175,347
1.905687234,314
1.950077674,337
1.969830969,354
1.994881277,329
2.039648927,343
2.077024139,358
2.096408331,330
2.141379443,329
2.176635773,358
2.214526316,342
2.255766196,340
2.298042831,369
2.319340727,356
2.348428449,334
2.395667534,363
2.440922998,369
2.45876092,348
2.482746671,371
2.510357511,388
2.534454781,366
2.561031203,376
2.588025408,401
2.616517665,380
2.646999401,383
2.677788977,409
2.706059034,390
2.736896922,374
2.773245378,395
2.802713695,386
2.846740636,359
2.879648111,376
2.897727449,363
2.92182467,318
2.948089214,331
2.972267846,341
2.99737465,312
3.023142156,309
3.048210417,319
3.090898432,292
3.107778128,294
3.129858191,325
3.153291873,308
3.201740104,290
3.220818408,316
3.247194317,308
3.279433439,288
3.306056663,319
3.354214804,326
3.37407235,295
3.399152113,312
3.444526943,323
3.483300313,305
3.500205665,311
3.542867506,316
3.57824294,294
3.599548473,304
3.647546606,334
3.66811806,310
3.713743202,303
3.734830327,329
3.763893661,317
3.809722678,294
3.831605157,316
3.859798538,324
3.890898798,293
3.938180727,305
3.959261843,315
4.003988094,285
4.044080163,299
4.062866261,321
4.087037683,291
4.112712088,290
4.13736228,319
4.162514641,306
4.190257458,291
4.21652307,312
4.252453212,299
4.281906803,281
4.3273482,310
4.345310762,316
4.392233173,284
4.426926375,306
4.457544129,324
4.47956624,298
4.527435322,305
4.567538756,327
4.586852795,303
4.629811463,308
4.666401079,332
4.701943413,312
4.737490593,297
4.777465369,329
4.794120278,327
4.817378573,303
4.842573059,337
4.865250249,346
4.890968169,317
4.915137396,343
4.941026459,367
4.968118817,345
4.993559351,341
5.015386459,351
5.04198249,323
5.062940795,315
5.087404011,344
5.110443842,338
5.134994875,324
5.161065146,344
5.185239608,328
5.211495599,304
5.236415649,326
5.263560185,329
5.308218697,303
5.345043725,315
5.365113988,326
5.409311667,301
5.45020049,305
5.46918313,318
5.509904523,306
5.548765398,340
5.56696367,435
5.613974963,495
5.650930488,534
5.668578332,555
5.709500333,487
5.745848264,339
5.785810556,291
5.822880433,292
5.840841787,282
5.86694421,307
5.895968972,327
5.922659146,304
5.969389049,306
5.987053543,327
6.029597968,306
6.065397864,301
6.082863159,329
6.126505587,317
6.142450688,306
6.165849268,333
6.211929639,334
6.250878134,310
6.271892968,338
6.317552311,348
6.334800792,317
6.379699658,343
6.416351503,366
6.453772954,335
6.489568258,339
6.504282916,363
6.551143334,342
6.586220863,344
6.622512909,375
6.658018168,368
6.675956459,346
6.719622119,368
6.754778968,367
6.776112927,350
6.798819856,379
6.825566171,386
6.849239912,357
6.874896703,381
6.90052289,402
6.927406929,374
6.951167872,380
6.977613552,401
7.023113542,385
7.038069583,383
7.062823091,418
7.087193467,409
7.114963217,387
7.143069326,411
7.184843681,403
7.203546923,370
7.226645315,393
7.27507402,392
7.312940923,350
